source,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,win_rate_counter,1,Sion,sion,60.79,783,
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,win_rate_counter,2,Diana,diana,54.37,1784,
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,win_rate_counter,3,Talon,talon,53.94,938,
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,win_rate_counter,4,Fizz,fizz,53.8,2318,
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,win_rate_counter,5,Xerath,xerath,53.8,2541,
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,gd15_counter,1,Irelia,irelia,,1043,898
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,gd15_counter,2,TwistedFate,twistedfate,,2652,644
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,gd15_counter,3,Fizz,fizz,,2318,632
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,gd15_counter,4,Sion,sion,,783,556
u.gg,https://u.gg/lol/champions/malzahar/counter,2026-06-06T10:29:37.566398+00:00,Malzahar,malzahar,MIDDLE,,gd15_counter,5,Diana,diana,,1784,518
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,win_rate_counter,1,Olaf,olaf,51.97,785,
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,win_rate_counter,2,Singed,singed,51.69,890,
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,win_rate_counter,3,Poppy,poppy,51.29,425,
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,win_rate_counter,4,KSante,ksante,51.19,1262,
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,win_rate_counter,5,Fiora,fiora,50.93,1123,
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,gd15_counter,1,Illaoi,illaoi,,830,1263
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,gd15_counter,2,Varus,varus,,501,1105
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,gd15_counter,3,Irelia,irelia,,871,1060
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,gd15_counter,4,Tryndamere,tryndamere,,695,950
u.gg,https://u.gg/lol/champions/ornn/counter,2026-06-06T10:29:39.606085+00:00,Ornn,ornn,TOP,,gd15_counter,5,KSante,ksante,,1262,919
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,win_rate_counter,1,Velkoz,velkoz,59.1,533,
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,win_rate_counter,2,Brand,brand,54.22,509,
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,win_rate_counter,3,Annie,annie,53.86,778,
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,win_rate_counter,4,Cassiopeia,cassiopeia,53.6,472,
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,win_rate_counter,5,Lux,lux,53.2,1314,
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,gd15_counter,1,Irelia,irelia,,775,484
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,gd15_counter,2,Mel,mel,,757,470
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,gd15_counter,3,Zed,zed,,3495,348
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,gd15_counter,4,Diana,diana,,1410,342
u.gg,https://u.gg/lol/champions/lissandra/counter,2026-06-06T10:29:43.124326+00:00,Lissandra,lissandra,MIDDLE,,gd15_counter,5,Qiyana,qiyana,,827,342
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,win_rate_counter,1,Maokai,maokai,55.77,511,
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,win_rate_counter,2,Sona,sona,55.17,1035,
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,win_rate_counter,3,Blitzcrank,blitzcrank,55.1,2303,
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,win_rate_counter,4,TahmKench,tahmkench,54.34,852,
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,win_rate_counter,5,Bard,bard,54.24,2651,
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,gd15_counter,1,Mel,mel,,1117,302
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,gd15_counter,2,Sylas,sylas,,423,294
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,gd15_counter,3,Pantheon,pantheon,,1060,215
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,gd15_counter,4,Xerath,xerath,,2020,155
u.gg,https://u.gg/lol/champions/lux/counter,2026-06-06T10:29:45.767094+00:00,Lux,lux,UTILITY,,gd15_counter,5,Pyke,pyke,,2688,153
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,win_rate_counter,1,Kled,kled,56.34,355,
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,win_rate_counter,2,TahmKench,tahmkench,54.38,331,
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,win_rate_counter,3,Vladimir,vladimir,54.29,210,
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,win_rate_counter,4,Trundle,trundle,53.74,575,
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,win_rate_counter,5,Fiora,fiora,53.38,577,
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,gd15_counter,1,Kled,kled,,355,619
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,gd15_counter,2,Irelia,irelia,,561,563
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,gd15_counter,3,Illaoi,illaoi,,420,418
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,gd15_counter,4,Tryndamere,tryndamere,,552,408
u.gg,https://u.gg/lol/champions/olaf/counter,2026-06-06T10:29:48.199671+00:00,Olaf,olaf,TOP,,gd15_counter,5,KSante,ksante,,770,359
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,win_rate_counter,1,Udyr,udyr,54.23,710,
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,win_rate_counter,2,Sylas,sylas,54.17,1702,
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,win_rate_counter,3,Skarner,skarner,53.89,334,
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,win_rate_counter,4,Amumu,amumu,53.0,583,
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,win_rate_counter,5,Evelynn,evelynn,52.88,832,
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,gd15_counter,1,Jayce,jayce,,440,93
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,gd15_counter,2,Qiyana,qiyana,,338,75
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,gd15_counter,3,Khazix,khazix,,1739,20
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,gd15_counter,4,Briar,briar,,1279,1
u.gg,https://u.gg/lol/champions/hecarim/counter,2026-06-06T10:29:49.941396+00:00,Hecarim,hecarim,JUNGLE,,gd15_counter,5,Talon,talon,,1664,-66
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,win_rate_counter,1,Briar,briar,54.08,1984,
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,win_rate_counter,2,MasterYi,masteryi,53.43,2783,
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,win_rate_counter,3,Shyvana,shyvana,53.38,2113,
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,win_rate_counter,4,Volibear,volibear,53.05,573,
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,win_rate_counter,5,Udyr,udyr,52.6,981,
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,gd15_counter,1,Khazix,khazix,,2357,389
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,gd15_counter,2,Briar,briar,,1984,367
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,gd15_counter,3,Hecarim,hecarim,,2042,314
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,gd15_counter,4,Jayce,jayce,,563,309
u.gg,https://u.gg/lol/champions/diana/counter,2026-06-06T10:29:54.291217+00:00,Diana,diana,MIDDLE,,gd15_counter,5,Zed,zed,,914,185
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,win_rate_counter,1,Heimerdinger,heimerdinger,56.88,443,
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,win_rate_counter,2,Warwick,warwick,56.77,650,
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,win_rate_counter,3,Olaf,olaf,55.71,1253,
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,win_rate_counter,4,Anivia,anivia,55.06,316,
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,win_rate_counter,5,Yorick,yorick,55.05,1526,
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,gd15_counter,1,Olaf,olaf,,1253,556
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,gd15_counter,2,Heimerdinger,heimerdinger,,443,541
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,gd15_counter,3,KSante,ksante,,1606,495
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,gd15_counter,4,Irelia,irelia,,995,478
u.gg,https://u.gg/lol/champions/mordekaiser/counter,2026-06-06T10:29:56.682152+00:00,Mordekaiser,mordekaiser,TOP,,gd15_counter,5,Varus,varus,,410,460
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,win_rate_counter,1,Fizz,fizz,56.48,1820,
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,win_rate_counter,2,Ekko,ekko,54.77,964,
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,win_rate_counter,3,Katarina,katarina,54.76,1786,
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,win_rate_counter,4,AurelionSol,aurelionsol,54.53,563,
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,win_rate_counter,5,Talon,talon,54.42,509,
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,gd15_counter,1,Irelia,irelia,,603,992
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,gd15_counter,2,Fizz,fizz,,1820,531
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,gd15_counter,3,Zed,zed,,1657,469
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,gd15_counter,4,Qiyana,qiyana,,590,468
u.gg,https://u.gg/lol/champions/syndra/counter,2026-06-06T10:29:59.922914+00:00,Syndra,syndra,MIDDLE,,gd15_counter,5,Naafiri,naafiri,,612,441
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,win_rate_counter,1,Diana,diana,53.24,1822,
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,win_rate_counter,2,Vladimir,vladimir,53.04,2059,
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,win_rate_counter,3,Pantheon,pantheon,52.96,557,
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,win_rate_counter,4,Irelia,irelia,52.91,843,
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,win_rate_counter,5,Lissandra,lissandra,52.41,2322,
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,gd15_counter,1,Diana,diana,,1822,376
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,gd15_counter,2,Irelia,irelia,,843,287
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,gd15_counter,3,Pantheon,pantheon,,557,277
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,gd15_counter,4,Sion,sion,,415,259
u.gg,https://u.gg/lol/champions/fizz/counter,2026-06-06T10:30:02.420236+00:00,Fizz,fizz,MIDDLE,,gd15_counter,5,XinZhao,xinzhao,,766,194
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,win_rate_counter,1,Warwick,warwick,56.77,458,
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,win_rate_counter,2,Yone,yone,56.32,2296,
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,win_rate_counter,3,Fiora,fiora,55.85,743,
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,win_rate_counter,4,Kayle,kayle,55.35,757,
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,win_rate_counter,5,Trundle,trundle,54.99,351,
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,gd15_counter,1,Irelia,irelia,,1232,1075
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,gd15_counter,2,Tryndamere,tryndamere,,823,614
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,gd15_counter,3,Warwick,warwick,,458,532
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,gd15_counter,4,Renekton,renekton,,1378,508
u.gg,https://u.gg/lol/champions/yorick/counter,2026-06-06T10:30:04.774600+00:00,Yorick,yorick,TOP,,gd15_counter,5,Sett,sett,,1158,409
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,win_rate_counter,1,MonkeyKing,wukong,53.96,1540,
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,win_rate_counter,2,RekSai,reksai,53.47,677,
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,win_rate_counter,3,Sejuani,sejuani,51.97,508,
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,win_rate_counter,4,FiddleSticks,fiddlesticks,51.31,651,
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,win_rate_counter,5,Ekko,ekko,51.3,1384,
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,gd15_counter,1,Khazix,khazix,,1646,57
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,gd15_counter,2,Hecarim,hecarim,,1279,-1
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,gd15_counter,3,Talon,talon,,1501,-41
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,gd15_counter,4,Jayce,jayce,,463,-54
u.gg,https://u.gg/lol/champions/briar/counter,2026-06-06T10:30:07.045986+00:00,Briar,briar,JUNGLE,,gd15_counter,5,Qiyana,qiyana,,311,-76
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,win_rate_counter,1,Quinn,quinn,57.97,207,
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,win_rate_counter,2,Heimerdinger,heimerdinger,56.14,228,
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,win_rate_counter,3,Malphite,malphite,55.77,1533,
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,win_rate_counter,4,Warwick,warwick,54.77,451,
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,win_rate_counter,5,Kennen,kennen,53.59,362,
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,gd15_counter,1,Heimerdinger,heimerdinger,,228,1030
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,gd15_counter,2,MonkeyKing,wukong,,285,607
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,gd15_counter,3,Tryndamere,tryndamere,,713,583
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,gd15_counter,4,Varus,varus,,211,492
u.gg,https://u.gg/lol/champions/fiora/counter,2026-06-06T10:30:09.763545+00:00,Fiora,fiora,TOP,,gd15_counter,5,Illaoi,illaoi,,460,477
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,win_rate_counter,1,Karma,karma,53.25,2259,
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,win_rate_counter,2,Milio,milio,53.11,1785,
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,win_rate_counter,3,Zoe,zoe,52.69,279,
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,win_rate_counter,4,Shaco,shaco,52.67,262,
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,win_rate_counter,5,Bard,bard,52.35,1427,
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,gd15_counter,1,Mel,mel,,555,444
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,gd15_counter,2,Pantheon,pantheon,,718,399
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,gd15_counter,3,Pyke,pyke,,1635,314
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,gd15_counter,4,Senna,senna,,1745,265
u.gg,https://u.gg/lol/champions/morgana/counter,2026-06-06T10:30:12.665578+00:00,Morgana,morgana,UTILITY,,gd15_counter,5,Zoe,zoe,,279,254
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,win_rate_counter,1,Kayle,kayle,56.77,2443,
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,win_rate_counter,2,Vayne,vayne,53.94,2045,
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,win_rate_counter,3,Tryndamere,tryndamere,53.67,1947,
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,win_rate_counter,4,Camille,camille,53.13,2315,
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,win_rate_counter,5,Chogath,chogath,52.71,1309,
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,gd15_counter,1,Varus,varus,,602,976
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,gd15_counter,2,Tryndamere,tryndamere,,1947,813
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,gd15_counter,3,Darius,darius,,4440,526
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,gd15_counter,4,Teemo,teemo,,2230,523
u.gg,https://u.gg/lol/champions/garen/counter,2026-06-06T10:30:16.581131+00:00,Garen,garen,TOP,,gd15_counter,5,Heimerdinger,heimerdinger,,539,520
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,win_rate_counter,1,Poppy,poppy,59.15,213,
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,win_rate_counter,2,Vladimir,vladimir,58.72,235,
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,win_rate_counter,3,Singed,singed,58.31,439,
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,win_rate_counter,4,Vayne,vayne,57.55,530,
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,win_rate_counter,5,Jax,jax,55.24,1097,
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,gd15_counter,1,Gnar,gnar,,605,622
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,gd15_counter,2,Teemo,teemo,,593,610
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,gd15_counter,3,Akali,akali,,399,604
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,gd15_counter,4,Kennen,kennen,,206,590
u.gg,https://u.gg/lol/champions/volibear/counter,2026-06-06T10:30:18.706949+00:00,Volibear,volibear,TOP,,gd15_counter,5,Varus,varus,,204,564
u.gg,https://u.gg/lol/champions/anivia/counter,2026-06-06T10:30:21.206642+00:00,Anivia,anivia,MIDDLE,,win_rate_counter,1,Naafiri,naafiri,55.56,567,
