source,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,win_rate_counter,1,XinZhao,xinzhao,56.54,1169,
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,win_rate_counter,2,Malphite,malphite,55.87,1677,
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,win_rate_counter,3,Irelia,irelia,54.89,1658,
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,win_rate_counter,4,Chogath,chogath,54.64,549,
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,win_rate_counter,5,Akshan,akshan,54.01,1333,
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,gd15_counter,1,Irelia,irelia,,1658,450
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,gd15_counter,2,Qiyana,qiyana,,1606,247
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,gd15_counter,3,Diana,diana,,2742,164
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,gd15_counter,4,XinZhao,xinzhao,,1169,94
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,,gd15_counter,5,Fizz,fizz,,3458,20
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,win_rate_counter,1,Vex,vex,60.42,955,
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,win_rate_counter,2,Akshan,akshan,56.6,871,
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,win_rate_counter,3,Katarina,katarina,55.42,2510,
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,win_rate_counter,4,Lissandra,lissandra,55.39,1596,
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,win_rate_counter,5,Pantheon,pantheon,55.06,356,
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,gd15_counter,1,Irelia,irelia,,933,787
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,gd15_counter,2,Mel,mel,,994,718
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,gd15_counter,3,Vex,vex,,955,577
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,gd15_counter,4,Pantheon,pantheon,,356,553
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,,gd15_counter,5,Leblanc,leblanc,,1088,550
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,win_rate_counter,1,Seraphine,seraphine,54.87,596,
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,win_rate_counter,2,KogMaw,kogmaw,54.68,759,
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,win_rate_counter,3,Swain,swain,53.54,579,
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,win_rate_counter,4,Yasuo,yasuo,53.46,434,
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,win_rate_counter,5,Xayah,xayah,52.44,1575,
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,gd15_counter,1,Draven,draven,,2131,747
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,gd15_counter,2,Mel,mel,,508,379
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,gd15_counter,3,Samira,samira,,2053,223
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,gd15_counter,4,Nilah,nilah,,502,181
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,,gd15_counter,5,Kalista,kalista,,619,180
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,win_rate_counter,1,Elise,elise,54.58,535,
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,win_rate_counter,2,Poppy,poppy,54.11,1240,
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,win_rate_counter,3,Shaco,shaco,53.59,668,
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,win_rate_counter,4,Taric,taric,53.41,498,
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,win_rate_counter,5,Sona,sona,53.04,1035,
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,gd15_counter,1,Elise,elise,,535,315
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,gd15_counter,2,Mel,mel,,880,289
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,gd15_counter,3,Camille,camille,,524,236
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,gd15_counter,4,Zoe,zoe,,428,236
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,,gd15_counter,5,Sylas,sylas,,483,135
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,win_rate_counter,1,Riven,riven,59.13,915,
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,win_rate_counter,2,Annie,annie,56.37,1563,
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,win_rate_counter,3,Malzahar,malzahar,56.37,3099,
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,win_rate_counter,4,Vladimir,vladimir,55.72,3119,
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,win_rate_counter,5,Malphite,malphite,54.37,743,
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,gd15_counter,1,Renekton,renekton,,779,547
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,gd15_counter,2,Irelia,irelia,,1216,522
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,gd15_counter,3,Riven,riven,,915,496
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,gd15_counter,4,Pantheon,pantheon,,758,314
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,,gd15_counter,5,Qiyana,qiyana,,1170,273
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,win_rate_counter,1,Shen,shen,54.96,1592,
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,win_rate_counter,2,TahmKench,tahmkench,54.49,925,
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,win_rate_counter,3,Sion,sion,54.24,2690,
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,win_rate_counter,4,DrMundo,drmundo,54.09,2313,
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,win_rate_counter,5,Ornn,ornn,54.01,1809,
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,gd15_counter,1,Illaoi,illaoi,,914,947
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,gd15_counter,2,Sion,sion,,2690,845
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,gd15_counter,3,Mordekaiser,mordekaiser,,3160,814
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,gd15_counter,4,KSante,ksante,,1397,784
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,,gd15_counter,5,Heimerdinger,heimerdinger,,540,741
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,win_rate_counter,1,Illaoi,illaoi,56.22,1085,
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,win_rate_counter,2,Kled,kled,55.8,595,
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,win_rate_counter,3,DrMundo,drmundo,55.66,1439,
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,win_rate_counter,4,Ornn,ornn,55.34,1442,
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,win_rate_counter,5,Gangplank,gangplank,54.91,1364,
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,gd15_counter,1,Varus,varus,,523,788
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,gd15_counter,2,Illaoi,illaoi,,1085,667
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,gd15_counter,3,Heimerdinger,heimerdinger,,357,325
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,gd15_counter,4,Gangplank,gangplank,,1364,305
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,,gd15_counter,5,Kled,kled,,595,291
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,win_rate_counter,1,Zilean,zilean,52.96,2247,
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,win_rate_counter,2,Blitzcrank,blitzcrank,51.39,3935,
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,win_rate_counter,3,Taric,taric,50.68,736,
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,win_rate_counter,4,Bard,bard,50.66,5314,
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,win_rate_counter,5,Sylas,sylas,50.64,778,
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,gd15_counter,1,Zoe,zoe,,689,347
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,gd15_counter,2,Pyke,pyke,,4368,314
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,gd15_counter,3,Mel,mel,,2114,291
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,gd15_counter,4,Pantheon,pantheon,,1708,290
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,,gd15_counter,5,Sylas,sylas,,778,288
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,win_rate_counter,1,Aatrox,aatrox,56.23,562,
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,win_rate_counter,2,RekSai,reksai,53.71,1145,
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,win_rate_counter,3,MasterYi,masteryi,53.0,2768,
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,win_rate_counter,4,XinZhao,xinzhao,52.02,3266,
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,win_rate_counter,5,Rammus,rammus,51.82,606,
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,gd15_counter,1,Khazix,khazix,,2511,506
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,gd15_counter,2,Briar,briar,,1787,488
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,gd15_counter,3,Jayce,jayce,,1052,477
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,gd15_counter,4,Qiyana,qiyana,,498,456
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,,gd15_counter,5,Zed,zed,,937,409
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,win_rate_counter,1,Kayle,kayle,59.92,1180,
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,win_rate_counter,2,Heimerdinger,heimerdinger,57.69,338,
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,win_rate_counter,3,Fiora,fiora,56.91,1186,
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,win_rate_counter,4,Singed,singed,56.23,754,
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,win_rate_counter,5,Garen,garen,55.76,3088,
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,gd15_counter,1,Heimerdinger,heimerdinger,,338,499
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,gd15_counter,2,Illaoi,illaoi,,805,429
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,gd15_counter,3,Varus,varus,,558,211
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,gd15_counter,4,Kled,kled,,571,142
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,,gd15_counter,5,Vayne,vayne,,1924,124
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,win_rate_counter,1,Poppy,poppy,58.0,481,
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,win_rate_counter,2,Singed,singed,57.93,813,
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,win_rate_counter,3,DrMundo,drmundo,57.86,1196,
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,win_rate_counter,4,Garen,garen,55.89,3657,
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,win_rate_counter,5,Illaoi,illaoi,55.48,730,
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,gd15_counter,1,Heimerdinger,heimerdinger,,314,1240
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,gd15_counter,2,Illaoi,illaoi,,730,1129
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,gd15_counter,3,KSante,ksante,,1624,698
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,gd15_counter,4,Vladimir,vladimir,,681,646
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,,gd15_counter,5,Akali,akali,,1023,624
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,win_rate_counter,1,Xerath,xerath,57.89,399,
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,win_rate_counter,2,Brand,brand,55.99,1118,
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,win_rate_counter,3,Seraphine,seraphine,55.86,503,
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,win_rate_counter,4,Twitch,twitch,55.48,1559,
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,win_rate_counter,5,KogMaw,kogmaw,54.8,688,
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,gd15_counter,1,Draven,draven,,1691,715
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,gd15_counter,2,Mel,mel,,593,289
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,gd15_counter,3,Samira,samira,,1622,146
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,gd15_counter,4,Tristana,tristana,,1353,137
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,,gd15_counter,5,Lucian,lucian,,3936,46
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,win_rate_counter,1,Zoe,zoe,54.24,1145,
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,win_rate_counter,2,Talon,talon,54.07,651,
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,win_rate_counter,3,Fizz,fizz,53.8,2238,
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,win_rate_counter,4,XinZhao,xinzhao,53.0,666,
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,win_rate_counter,5,Ekko,ekko,52.49,1046,
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,gd15_counter,1,Irelia,irelia,,802,887
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,gd15_counter,2,Naafiri,naafiri,,750,574
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,gd15_counter,3,Fizz,fizz,,2238,520
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,gd15_counter,4,Qiyana,qiyana,,708,509
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,,gd15_counter,5,Diana,diana,,1310,433
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,win_rate_counter,1,Malphite,malphite,56.37,2427,
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,win_rate_counter,2,Teemo,teemo,55.09,1031,
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,win_rate_counter,3,XinZhao,xinzhao,54.82,726,
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,win_rate_counter,4,Yorick,yorick,54.7,905,
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,win_rate_counter,5,Yasuo,yasuo,54.34,830,
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,gd15_counter,1,Irelia,irelia,,1367,1155
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,gd15_counter,2,Kled,kled,,353,420
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,gd15_counter,3,Yasuo,yasuo,,830,406
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,gd15_counter,4,Jayce,jayce,,1472,363
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,,gd15_counter,5,Tryndamere,tryndamere,,520,362
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,win_rate_counter,1,Maokai,maokai,57.33,539,
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,win_rate_counter,2,Zilean,zilean,56.04,762,
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,win_rate_counter,3,Senna,senna,55.16,1949,
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,win_rate_counter,4,Janna,janna,54.04,1114,
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,win_rate_counter,5,Seraphine,seraphine,53.9,2601,
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,gd15_counter,1,Pantheon,pantheon,,656,584
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,gd15_counter,2,Mel,mel,,290,536
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,gd15_counter,3,Senna,senna,,1949,508
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,gd15_counter,4,Pyke,pyke,,2526,499
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,,gd15_counter,5,Lux,lux,,1160,467
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,win_rate_counter,1,Brand,brand,56.62,355,
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,win_rate_counter,2,Annie,annie,53.86,687,
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,win_rate_counter,3,Jayce,jayce,53.79,264,
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,win_rate_counter,4,Xerath,xerath,53.41,1116,
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,win_rate_counter,5,Fizz,fizz,53.41,1157,
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,gd15_counter,1,Irelia,irelia,,601,1002
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,gd15_counter,2,Naafiri,naafiri,,597,607
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,gd15_counter,3,Zed,zed,,1661,562
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,gd15_counter,4,Velkoz,velkoz,,363,486
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,,gd15_counter,5,Jayce,jayce,,264,476
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,,win_rate_counter,1,Veigar,veigar,56.24,905,
