champion_id,champion_name,position,feature_version,pick_count,win_count,surrender_loss_count,position_share,is_primary_position,created_at
164,Camille,MIDDLE,v2_timeseries_7_15,1,0,0,0.009804,False,2026-06-05T14:02:39+00:00
164,Camille,TOP,v2_timeseries_7_15,76,39,10,0.745098,True,2026-06-05T14:02:39+00:00
164,Camille,UTILITY,v2_timeseries_7_15,20,12,2,0.196078,False,2026-06-05T14:02:39+00:00
69,Cassiopeia,BOTTOM,v2_timeseries_7_15,10,1,5,0.163934,False,2026-06-05T14:02:39+00:00
69,Cassiopeia,MIDDLE,v2_timeseries_7_15,34,13,9,0.557377,True,2026-06-05T14:02:39+00:00
69,Cassiopeia,TOP,v2_timeseries_7_15,15,13,0,0.245902,False,2026-06-05T14:02:39+00:00
69,Cassiopeia,UTILITY,v2_timeseries_7_15,2,2,0,0.032787,False,2026-06-05T14:02:39+00:00
31,Chogath,JUNGLE,v2_timeseries_7_15,1,0,1,0.033333,False,2026-06-05T14:02:39+00:00
31,Chogath,MIDDLE,v2_timeseries_7_15,8,4,3,0.266667,False,2026-06-05T14:02:39+00:00
31,Chogath,TOP,v2_timeseries_7_15,14,7,3,0.466667,True,2026-06-05T14:02:39+00:00
31,Chogath,UTILITY,v2_timeseries_7_15,7,1,2,0.233333,False,2026-06-05T14:02:39+00:00
42,Corki,BOTTOM,v2_timeseries_7_15,42,23,8,0.724138,True,2026-06-05T14:02:39+00:00
42,Corki,MIDDLE,v2_timeseries_7_15,14,9,2,0.241379,False,2026-06-05T14:02:39+00:00
42,Corki,TOP,v2_timeseries_7_15,1,0,0,0.017241,False,2026-06-05T14:02:39+00:00
42,Corki,UTILITY,v2_timeseries_7_15,1,0,0,0.017241,False,2026-06-05T14:02:39+00:00
122,Darius,JUNGLE,v2_timeseries_7_15,3,1,2,0.026549,False,2026-06-05T14:02:39+00:00
122,Darius,TOP,v2_timeseries_7_15,110,49,17,0.973451,True,2026-06-05T14:02:39+00:00
131,Diana,JUNGLE,v2_timeseries_7_15,70,38,12,0.414201,False,2026-06-05T14:02:39+00:00
131,Diana,MIDDLE,v2_timeseries_7_15,91,49,18,0.538462,True,2026-06-05T14:02:39+00:00
131,Diana,TOP,v2_timeseries_7_15,8,2,3,0.047337,False,2026-06-05T14:02:39+00:00
36,DrMundo,JUNGLE,v2_timeseries_7_15,19,10,4,0.231707,False,2026-06-05T14:02:39+00:00
36,DrMundo,TOP,v2_timeseries_7_15,61,31,10,0.743902,True,2026-06-05T14:02:39+00:00
36,DrMundo,UTILITY,v2_timeseries_7_15,2,1,1,0.02439,False,2026-06-05T14:02:39+00:00
119,Draven,BOTTOM,v2_timeseries_7_15,64,33,10,0.955224,True,2026-06-05T14:02:39+00:00
119,Draven,MIDDLE,v2_timeseries_7_15,1,0,0,0.014925,False,2026-06-05T14:02:39+00:00
119,Draven,TOP,v2_timeseries_7_15,2,1,0,0.029851,False,2026-06-05T14:02:39+00:00
245,Ekko,BOTTOM,v2_timeseries_7_15,1,1,0,0.00578,False,2026-06-05T14:02:39+00:00
245,Ekko,JUNGLE,v2_timeseries_7_15,113,53,17,0.653179,True,2026-06-05T14:02:39+00:00
245,Ekko,MIDDLE,v2_timeseries_7_15,54,34,7,0.312139,False,2026-06-05T14:02:39+00:00
245,Ekko,TOP,v2_timeseries_7_15,4,3,0,0.023121,False,2026-06-05T14:02:39+00:00
245,Ekko,UTILITY,v2_timeseries_7_15,1,0,1,0.00578,False,2026-06-05T14:02:39+00:00
60,Elise,JUNGLE,v2_timeseries_7_15,50,33,8,0.490196,True,2026-06-05T14:02:39+00:00
60,Elise,TOP,v2_timeseries_7_15,2,1,1,0.019608,False,2026-06-05T14:02:39+00:00
60,Elise,UTILITY,v2_timeseries_7_15,50,23,5,0.490196,False,2026-06-05T14:02:39+00:00
28,Evelynn,JUNGLE,v2_timeseries_7_15,31,15,3,1.0,True,2026-06-05T14:02:39+00:00
81,Ezreal,BOTTOM,v2_timeseries_7_15,753,365,133,0.938903,True,2026-06-05T14:02:39+00:00
81,Ezreal,MIDDLE,v2_timeseries_7_15,3,1,0,0.003741,False,2026-06-05T14:02:39+00:00
81,Ezreal,TOP,v2_timeseries_7_15,3,1,0,0.003741,False,2026-06-05T14:02:39+00:00
81,Ezreal,UTILITY,v2_timeseries_7_15,43,18,9,0.053616,False,2026-06-05T14:02:39+00:00
9,FiddleSticks,JUNGLE,v2_timeseries_7_15,31,17,3,0.574074,True,2026-06-05T14:02:39+00:00
9,FiddleSticks,MIDDLE,v2_timeseries_7_15,3,2,1,0.055556,False,2026-06-05T14:02:39+00:00
9,FiddleSticks,TOP,v2_timeseries_7_15,6,4,1,0.111111,False,2026-06-05T14:02:39+00:00
9,FiddleSticks,UTILITY,v2_timeseries_7_15,14,6,4,0.259259,False,2026-06-05T14:02:39+00:00
114,Fiora,TOP,v2_timeseries_7_15,87,50,11,1.0,True,2026-06-05T14:02:39+00:00
105,Fizz,JUNGLE,v2_timeseries_7_15,20,7,4,0.175439,False,2026-06-05T14:02:39+00:00
105,Fizz,MIDDLE,v2_timeseries_7_15,89,42,13,0.780702,True,2026-06-05T14:02:39+00:00
105,Fizz,TOP,v2_timeseries_7_15,4,3,0,0.035088,False,2026-06-05T14:02:39+00:00
105,Fizz,UTILITY,v2_timeseries_7_15,1,0,0,0.008772,False,2026-06-05T14:02:39+00:00
3,Galio,MIDDLE,v2_timeseries_7_15,143,77,25,0.861446,True,2026-06-05T14:02:39+00:00
3,Galio,TOP,v2_timeseries_7_15,5,4,0,0.03012,False,2026-06-05T14:02:39+00:00
3,Galio,UTILITY,v2_timeseries_7_15,18,10,1,0.108434,False,2026-06-05T14:02:39+00:00
41,Gangplank,MIDDLE,v2_timeseries_7_15,2,0,0,0.016807,False,2026-06-05T14:02:39+00:00
41,Gangplank,TOP,v2_timeseries_7_15,117,58,26,0.983193,True,2026-06-05T14:02:39+00:00
86,Garen,MIDDLE,v2_timeseries_7_15,11,6,3,0.113402,False,2026-06-05T14:02:39+00:00
86,Garen,TOP,v2_timeseries_7_15,86,38,12,0.886598,True,2026-06-05T14:02:39+00:00
150,Gnar,BOTTOM,v2_timeseries_7_15,1,0,1,0.006803,False,2026-06-05T14:02:39+00:00
150,Gnar,TOP,v2_timeseries_7_15,146,82,26,0.993197,True,2026-06-05T14:02:39+00:00
79,Gragas,JUNGLE,v2_timeseries_7_15,15,7,3,0.185185,False,2026-06-05T14:02:39+00:00
79,Gragas,MIDDLE,v2_timeseries_7_15,1,1,0,0.012346,False,2026-06-05T14:02:39+00:00
79,Gragas,TOP,v2_timeseries_7_15,61,31,11,0.753086,True,2026-06-05T14:02:39+00:00
79,Gragas,UTILITY,v2_timeseries_7_15,4,0,0,0.049383,False,2026-06-05T14:02:39+00:00
104,Graves,JUNGLE,v2_timeseries_7_15,314,170,48,0.984326,True,2026-06-05T14:02:39+00:00
104,Graves,TOP,v2_timeseries_7_15,5,4,0,0.015674,False,2026-06-05T14:02:39+00:00
887,Gwen,JUNGLE,v2_timeseries_7_15,34,17,9,0.365591,False,2026-06-05T14:02:39+00:00
887,Gwen,MIDDLE,v2_timeseries_7_15,1,0,0,0.010753,False,2026-06-05T14:02:39+00:00
887,Gwen,TOP,v2_timeseries_7_15,58,35,7,0.623656,True,2026-06-05T14:02:39+00:00
120,Hecarim,JUNGLE,v2_timeseries_7_15,93,41,17,1.0,True,2026-06-05T14:02:39+00:00
74,Heimerdinger,MIDDLE,v2_timeseries_7_15,5,3,2,0.106383,False,2026-06-05T14:02:39+00:00
74,Heimerdinger,TOP,v2_timeseries_7_15,30,17,5,0.638298,True,2026-06-05T14:02:39+00:00
74,Heimerdinger,UTILITY,v2_timeseries_7_15,12,4,4,0.255319,False,2026-06-05T14:02:39+00:00
910,Hwei,BOTTOM,v2_timeseries_7_15,3,0,0,0.032967,False,2026-06-05T14:02:39+00:00
910,Hwei,MIDDLE,v2_timeseries_7_15,77,29,17,0.846154,True,2026-06-05T14:02:39+00:00
910,Hwei,UTILITY,v2_timeseries_7_15,11,5,5,0.120879,False,2026-06-05T14:02:39+00:00
420,Illaoi,MIDDLE,v2_timeseries_7_15,2,1,0,0.042553,False,2026-06-05T14:02:39+00:00
420,Illaoi,TOP,v2_timeseries_7_15,45,22,7,0.957447,True,2026-06-05T14:02:39+00:00
39,Irelia,BOTTOM,v2_timeseries_7_15,4,1,2,0.018957,False,2026-06-05T14:02:39+00:00
39,Irelia,MIDDLE,v2_timeseries_7_15,77,33,12,0.364929,False,2026-06-05T14:02:39+00:00
39,Irelia,TOP,v2_timeseries_7_15,130,56,25,0.616114,True,2026-06-05T14:02:39+00:00
427,Ivern,JUNGLE,v2_timeseries_7_15,16,8,3,0.551724,True,2026-06-05T14:02:39+00:00
427,Ivern,MIDDLE,v2_timeseries_7_15,1,0,1,0.034483,False,2026-06-05T14:02:39+00:00
427,Ivern,TOP,v2_timeseries_7_15,4,3,0,0.137931,False,2026-06-05T14:02:39+00:00
427,Ivern,UTILITY,v2_timeseries_7_15,8,7,0,0.275862,False,2026-06-05T14:02:39+00:00
40,Janna,UTILITY,v2_timeseries_7_15,31,14,3,1.0,True,2026-06-05T14:02:39+00:00
59,JarvanIV,JUNGLE,v2_timeseries_7_15,166,86,29,0.932584,True,2026-06-05T14:02:39+00:00
59,JarvanIV,MIDDLE,v2_timeseries_7_15,1,1,0,0.005618,False,2026-06-05T14:02:39+00:00
59,JarvanIV,TOP,v2_timeseries_7_15,3,0,1,0.016854,False,2026-06-05T14:02:39+00:00
59,JarvanIV,UTILITY,v2_timeseries_7_15,8,5,1,0.044944,False,2026-06-05T14:02:39+00:00
24,Jax,JUNGLE,v2_timeseries_7_15,31,13,9,0.158163,False,2026-06-05T14:02:39+00:00
24,Jax,MIDDLE,v2_timeseries_7_15,1,0,0,0.005102,False,2026-06-05T14:02:39+00:00
24,Jax,TOP,v2_timeseries_7_15,164,92,22,0.836735,True,2026-06-05T14:02:39+00:00
126,Jayce,JUNGLE,v2_timeseries_7_15,109,62,16,0.340625,False,2026-06-05T14:02:39+00:00
126,Jayce,MIDDLE,v2_timeseries_7_15,29,14,5,0.090625,False,2026-06-05T14:02:39+00:00
126,Jayce,TOP,v2_timeseries_7_15,182,86,43,0.56875,True,2026-06-05T14:02:39+00:00
202,Jhin,BOTTOM,v2_timeseries_7_15,427,207,80,0.983871,True,2026-06-05T14:02:39+00:00
202,Jhin,MIDDLE,v2_timeseries_7_15,1,0,0,0.002304,False,2026-06-05T14:02:39+00:00
202,Jhin,TOP,v2_timeseries_7_15,4,2,0,0.009217,False,2026-06-05T14:02:39+00:00
202,Jhin,UTILITY,v2_timeseries_7_15,2,0,2,0.004608,False,2026-06-05T14:02:39+00:00
222,Jinx,BOTTOM,v2_timeseries_7_15,329,173,51,1.0,True,2026-06-05T14:02:39+00:00
897,KSante,MIDDLE,v2_timeseries_7_15,3,1,0,0.017241,False,2026-06-05T14:02:39+00:00
897,KSante,TOP,v2_timeseries_7_15,166,75,28,0.954023,True,2026-06-05T14:02:39+00:00
897,KSante,UTILITY,v2_timeseries_7_15,5,1,2,0.028736,False,2026-06-05T14:02:39+00:00
145,Kaisa,BOTTOM,v2_timeseries_7_15,561,279,92,0.980769,True,2026-06-05T14:02:39+00:00
145,Kaisa,JUNGLE,v2_timeseries_7_15,3,1,2,0.005245,False,2026-06-05T14:02:39+00:00
145,Kaisa,MIDDLE,v2_timeseries_7_15,5,3,0,0.008741,False,2026-06-05T14:02:39+00:00
145,Kaisa,TOP,v2_timeseries_7_15,3,2,1,0.005245,False,2026-06-05T14:02:39+00:00
429,Kalista,BOTTOM,v2_timeseries_7_15,32,10,9,0.888889,True,2026-06-05T14:02:39+00:00
429,Kalista,MIDDLE,v2_timeseries_7_15,1,0,1,0.027778,False,2026-06-05T14:02:39+00:00
429,Kalista,TOP,v2_timeseries_7_15,3,0,1,0.083333,False,2026-06-05T14:02:39+00:00
43,Karma,MIDDLE,v2_timeseries_7_15,3,3,0,0.008646,False,2026-06-05T14:02:39+00:00
43,Karma,TOP,v2_timeseries_7_15,2,2,0,0.005764,False,2026-06-05T14:02:39+00:00
43,Karma,UTILITY,v2_timeseries_7_15,342,158,60,0.985591,True,2026-06-05T14:02:39+00:00
30,Karthus,JUNGLE,v2_timeseries_7_15,37,25,4,0.880952,True,2026-06-05T14:02:39+00:00
30,Karthus,MIDDLE,v2_timeseries_7_15,2,1,0,0.047619,False,2026-06-05T14:02:39+00:00
30,Karthus,TOP,v2_timeseries_7_15,2,1,0,0.047619,False,2026-06-05T14:02:39+00:00
30,Karthus,UTILITY,v2_timeseries_7_15,1,0,1,0.02381,False,2026-06-05T14:02:39+00:00
38,Kassadin,MIDDLE,v2_timeseries_7_15,30,17,2,0.882353,True,2026-06-05T14:02:39+00:00
38,Kassadin,TOP,v2_timeseries_7_15,4,2,0,0.117647,False,2026-06-05T14:02:39+00:00
55,Katarina,BOTTOM,v2_timeseries_7_15,1,1,0,0.007634,False,2026-06-05T14:02:39+00:00
55,Katarina,MIDDLE,v2_timeseries_7_15,130,65,21,0.992366,True,2026-06-05T14:02:39+00:00
10,Kayle,MIDDLE,v2_timeseries_7_15,1,0,0,0.033333,False,2026-06-05T14:02:39+00:00
10,Kayle,TOP,v2_timeseries_7_15,29,14,3,0.966667,True,2026-06-05T14:02:39+00:00
141,Kayn,JUNGLE,v2_timeseries_7_15,51,26,10,0.864407,True,2026-06-05T14:02:39+00:00
141,Kayn,TOP,v2_timeseries_7_15,8,3,1,0.135593,False,2026-06-05T14:02:39+00:00
85,Kennen,MIDDLE,v2_timeseries_7_15,16,13,1,0.125984,False,2026-06-05T14:02:39+00:00
85,Kennen,TOP,v2_timeseries_7_15,105,55,17,0.826772,True,2026-06-05T14:02:39+00:00
85,Kennen,UTILITY,v2_timeseries_7_15,6,3,1,0.047244,False,2026-06-05T14:02:39+00:00
121,Khazix,JUNGLE,v2_timeseries_7_15,194,106,25,1.0,True,2026-06-05T14:02:39+00:00
203,Kindred,JUNGLE,v2_timeseries_7_15,26,9,5,1.0,True,2026-06-05T14:02:39+00:00
240,Kled,MIDDLE,v2_timeseries_7_15,3,2,0,0.1,False,2026-06-05T14:02:39+00:00
240,Kled,TOP,v2_timeseries_7_15,25,15,4,0.833333,True,2026-06-05T14:02:39+00:00
240,Kled,UTILITY,v2_timeseries_7_15,2,1,0,0.066667,False,2026-06-05T14:02:39+00:00
96,KogMaw,BOTTOM,v2_timeseries_7_15,21,13,4,0.677419,True,2026-06-05T14:02:39+00:00
96,KogMaw,MIDDLE,v2_timeseries_7_15,8,5,1,0.258065,False,2026-06-05T14:02:39+00:00
96,KogMaw,TOP,v2_timeseries_7_15,2,1,0,0.064516,False,2026-06-05T14:02:39+00:00
7,Leblanc,MIDDLE,v2_timeseries_7_15,138,68,18,0.841463,True,2026-06-05T14:02:39+00:00
7,Leblanc,TOP,v2_timeseries_7_15,1,1,0,0.006098,False,2026-06-05T14:02:39+00:00
7,Leblanc,UTILITY,v2_timeseries_7_15,25,12,3,0.152439,False,2026-06-05T14:02:39+00:00
64,LeeSin,JUNGLE,v2_timeseries_7_15,649,318,111,0.984825,True,2026-06-05T14:02:39+00:00
64,LeeSin,MIDDLE,v2_timeseries_7_15,2,2,0,0.003035,False,2026-06-05T14:02:39+00:00
64,LeeSin,TOP,v2_timeseries_7_15,7,2,0,0.010622,False,2026-06-05T14:02:39+00:00
64,LeeSin,UTILITY,v2_timeseries_7_15,1,1,0,0.001517,False,2026-06-05T14:02:39+00:00
89,Leona,UTILITY,v2_timeseries_7_15,186,83,43,1.0,True,2026-06-05T14:02:39+00:00
876,Lillia,JUNGLE,v2_timeseries_7_15,73,37,17,0.986486,True,2026-06-05T14:02:39+00:00
876,Lillia,TOP,v2_timeseries_7_15,1,0,1,0.013514,False,2026-06-05T14:02:39+00:00
127,Lissandra,MIDDLE,v2_timeseries_7_15,96,49,15,0.834783,True,2026-06-05T14:02:39+00:00
127,Lissandra,TOP,v2_timeseries_7_15,13,7,2,0.113043,False,2026-06-05T14:02:39+00:00
127,Lissandra,UTILITY,v2_timeseries_7_15,6,3,2,0.052174,False,2026-06-05T14:02:39+00:00
236,Lucian,BOTTOM,v2_timeseries_7_15,350,181,58,0.988701,True,2026-06-05T14:02:39+00:00
236,Lucian,MIDDLE,v2_timeseries_7_15,1,0,0,0.002825,False,2026-06-05T14:02:39+00:00
236,Lucian,TOP,v2_timeseries_7_15,3,3,0,0.008475,False,2026-06-05T14:02:39+00:00
117,Lulu,MIDDLE,v2_timeseries_7_15,1,1,0,0.003021,False,2026-06-05T14:02:39+00:00
117,Lulu,TOP,v2_timeseries_7_15,4,2,0,0.012085,False,2026-06-05T14:02:39+00:00
117,Lulu,UTILITY,v2_timeseries_7_15,326,169,51,0.984894,True,2026-06-05T14:02:39+00:00
99,Lux,MIDDLE,v2_timeseries_7_15,37,22,5,0.280303,False,2026-06-05T14:02:39+00:00
99,Lux,UTILITY,v2_timeseries_7_15,95,48,22,0.719697,True,2026-06-05T14:02:39+00:00
54,Malphite,JUNGLE,v2_timeseries_7_15,52,26,11,0.214876,False,2026-06-05T14:02:39+00:00
54,Malphite,MIDDLE,v2_timeseries_7_15,19,10,3,0.078512,False,2026-06-05T14:02:39+00:00
54,Malphite,TOP,v2_timeseries_7_15,168,86,30,0.694215,True,2026-06-05T14:02:39+00:00
54,Malphite,UTILITY,v2_timeseries_7_15,3,0,1,0.012397,False,2026-06-05T14:02:39+00:00
90,Malzahar,BOTTOM,v2_timeseries_7_15,1,0,0,0.009615,False,2026-06-05T14:02:39+00:00
90,Malzahar,MIDDLE,v2_timeseries_7_15,98,45,25,0.942308,True,2026-06-05T14:02:39+00:00
90,Malzahar,TOP,v2_timeseries_7_15,4,1,1,0.038462,False,2026-06-05T14:02:39+00:00
90,Malzahar,UTILITY,v2_timeseries_7_15,1,1,0,0.009615,False,2026-06-05T14:02:39+00:00
57,Maokai,JUNGLE,v2_timeseries_7_15,15,9,1,0.176471,False,2026-06-05T14:02:39+00:00
57,Maokai,MIDDLE,v2_timeseries_7_15,1,1,0,0.011765,False,2026-06-05T14:02:39+00:00
57,Maokai,TOP,v2_timeseries_7_15,16,11,1,0.188235,False,2026-06-05T14:02:39+00:00
57,Maokai,UTILITY,v2_timeseries_7_15,53,30,13,0.623529,True,2026-06-05T14:02:39+00:00
11,MasterYi,JUNGLE,v2_timeseries_7_15,68,31,12,0.8,True,2026-06-05T14:02:39+00:00
11,MasterYi,MIDDLE,v2_timeseries_7_15,3,1,1,0.035294,False,2026-06-05T14:02:39+00:00
11,MasterYi,TOP,v2_timeseries_7_15,13,6,1,0.152941,False,2026-06-05T14:02:39+00:00
11,MasterYi,UTILITY,v2_timeseries_7_15,1,0,0,0.011765,False,2026-06-05T14:02:39+00:00
800,Mel,BOTTOM,v2_timeseries_7_15,10,3,0,0.068966,False,2026-06-05T14:02:39+00:00
800,Mel,MIDDLE,v2_timeseries_7_15,74,33,10,0.510345,True,2026-06-05T14:02:39+00:00
800,Mel,TOP,v2_timeseries_7_15,1,0,0,0.006897,False,2026-06-05T14:02:39+00:00
800,Mel,UTILITY,v2_timeseries_7_15,60,23,12,0.413793,False,2026-06-05T14:02:39+00:00
902,Milio,UTILITY,v2_timeseries_7_15,80,38,15,1.0,True,2026-06-05T14:02:39+00:00
21,MissFortune,BOTTOM,v2_timeseries_7_15,171,84,40,0.994186,True,2026-06-05T14:02:39+00:00
21,MissFortune,UTILITY,v2_timeseries_7_15,1,0,1,0.005814,False,2026-06-05T14:02:39+00:00
62,MonkeyKing,JUNGLE,v2_timeseries_7_15,63,27,8,0.65625,True,2026-06-05T14:02:39+00:00
62,MonkeyKing,MIDDLE,v2_timeseries_7_15,2,1,1,0.020833,False,2026-06-05T14:02:39+00:00
62,MonkeyKing,TOP,v2_timeseries_7_15,26,15,2,0.270833,False,2026-06-05T14:02:39+00:00
62,MonkeyKing,UTILITY,v2_timeseries_7_15,5,3,2,0.052083,False,2026-06-05T14:02:39+00:00
82,Mordekaiser,JUNGLE,v2_timeseries_7_15,2,1,0,0.020619,False,2026-06-05T14:02:39+00:00
82,Mordekaiser,MIDDLE,v2_timeseries_7_15,4,4,0,0.041237,False,2026-06-05T14:02:39+00:00
82,Mordekaiser,TOP,v2_timeseries_7_15,91,52,12,0.938144,True,2026-06-05T14:02:39+00:00
25,Morgana,JUNGLE,v2_timeseries_7_15,4,0,0,0.039604,False,2026-06-05T14:02:39+00:00
25,Morgana,MIDDLE,v2_timeseries_7_15,10,5,2,0.09901,False,2026-06-05T14:02:39+00:00
25,Morgana,UTILITY,v2_timeseries_7_15,87,45,12,0.861386,True,2026-06-05T14:02:39+00:00
950,Naafiri,BOTTOM,v2_timeseries_7_15,1,0,0,0.00495,False,2026-06-05T14:02:39+00:00
950,Naafiri,JUNGLE,v2_timeseries_7_15,141,68,14,0.69802,True,2026-06-05T14:02:39+00:00
950,Naafiri,MIDDLE,v2_timeseries_7_15,52,27,8,0.257426,False,2026-06-05T14:02:39+00:00
950,Naafiri,TOP,v2_timeseries_7_15,6,4,1,0.029703,False,2026-06-05T14:02:39+00:00
950,Naafiri,UTILITY,v2_timeseries_7_15,2,1,0,0.009901,False,2026-06-05T14:02:39+00:00
267,Nami,UTILITY,v2_timeseries_7_15,123,68,25,1.0,True,2026-06-05T14:02:39+00:00
75,Nasus,JUNGLE,v2_timeseries_7_15,2,1,0,0.029412,False,2026-06-05T14:02:39+00:00
75,Nasus,MIDDLE,v2_timeseries_7_15,8,2,2,0.117647,False,2026-06-05T14:02:39+00:00
75,Nasus,TOP,v2_timeseries_7_15,56,28,6,0.823529,True,2026-06-05T14:02:39+00:00
75,Nasus,UTILITY,v2_timeseries_7_15,2,0,1,0.029412,False,2026-06-05T14:02:39+00:00
111,Nautilus,MIDDLE,v2_timeseries_7_15,1,0,0,0.003145,False,2026-06-05T14:02:39+00:00
111,Nautilus,TOP,v2_timeseries_7_15,1,0,0,0.003145,False,2026-06-05T14:02:39+00:00
111,Nautilus,UTILITY,v2_timeseries_7_15,316,150,64,0.993711,True,2026-06-05T14:02:39+00:00
518,Neeko,JUNGLE,v2_timeseries_7_15,1,1,0,0.007353,False,2026-06-05T14:02:39+00:00
518,Neeko,MIDDLE,v2_timeseries_7_15,14,3,6,0.102941,False,2026-06-05T14:02:39+00:00
518,Neeko,TOP,v2_timeseries_7_15,5,3,1,0.036765,False,2026-06-05T14:02:39+00:00
518,Neeko,UTILITY,v2_timeseries_7_15,116,57,20,0.852941,True,2026-06-05T14:02:39+00:00
76,Nidalee,BOTTOM,v2_timeseries_7_15,1,0,0,0.007752,False,2026-06-05T14:02:39+00:00
76,Nidalee,JUNGLE,v2_timeseries_7_15,119,54,26,0.922481,True,2026-06-05T14:02:39+00:00
76,Nidalee,MIDDLE,v2_timeseries_7_15,2,0,1,0.015504,False,2026-06-05T14:02:39+00:00
76,Nidalee,TOP,v2_timeseries_7_15,2,1,0,0.015504,False,2026-06-05T14:02:39+00:00
76,Nidalee,UTILITY,v2_timeseries_7_15,5,3,1,0.03876,False,2026-06-05T14:02:39+00:00
895,Nilah,BOTTOM,v2_timeseries_7_15,41,19,7,0.97619,True,2026-06-05T14:02:39+00:00
895,Nilah,MIDDLE,v2_timeseries_7_15,1,0,0,0.02381,False,2026-06-05T14:02:39+00:00
56,Nocturne,JUNGLE,v2_timeseries_7_15,121,61,27,0.952756,True,2026-06-05T14:02:39+00:00
56,Nocturne,MIDDLE,v2_timeseries_7_15,2,1,0,0.015748,False,2026-06-05T14:02:39+00:00
56,Nocturne,TOP,v2_timeseries_7_15,4,2,2,0.031496,False,2026-06-05T14:02:39+00:00
20,Nunu,JUNGLE,v2_timeseries_7_15,55,24,14,0.797101,True,2026-06-05T14:02:39+00:00
20,Nunu,MIDDLE,v2_timeseries_7_15,11,6,0,0.15942,False,2026-06-05T14:02:39+00:00
20,Nunu,TOP,v2_timeseries_7_15,1,0,1,0.014493,False,2026-06-05T14:02:39+00:00
20,Nunu,UTILITY,v2_timeseries_7_15,2,1,0,0.028986,False,2026-06-05T14:02:39+00:00
2,Olaf,JUNGLE,v2_timeseries_7_15,2,2,0,0.020408,False,2026-06-05T14:02:39+00:00
2,Olaf,MIDDLE,v2_timeseries_7_15,1,0,0,0.010204,False,2026-06-05T14:02:39+00:00
2,Olaf,TOP,v2_timeseries_7_15,95,39,26,0.969388,True,2026-06-05T14:02:39+00:00
61,Orianna,MIDDLE,v2_timeseries_7_15,229,98,49,0.991342,True,2026-06-05T14:02:39+00:00
61,Orianna,TOP,v2_timeseries_7_15,1,0,0,0.004329,False,2026-06-05T14:02:39+00:00
61,Orianna,UTILITY,v2_timeseries_7_15,1,1,0,0.004329,False,2026-06-05T14:02:39+00:00
516,Ornn,MIDDLE,v2_timeseries_7_15,7,4,2,0.065421,False,2026-06-05T14:02:39+00:00
516,Ornn,TOP,v2_timeseries_7_15,98,49,15,0.915888,True,2026-06-05T14:02:39+00:00
516,Ornn,UTILITY,v2_timeseries_7_15,2,1,0,0.018692,False,2026-06-05T14:02:39+00:00
80,Pantheon,JUNGLE,v2_timeseries_7_15,41,21,6,0.218085,False,2026-06-05T14:02:39+00:00
80,Pantheon,MIDDLE,v2_timeseries_7_15,20,10,3,0.106383,False,2026-06-05T14:02:39+00:00
80,Pantheon,TOP,v2_timeseries_7_15,55,31,9,0.292553,False,2026-06-05T14:02:39+00:00
80,Pantheon,UTILITY,v2_timeseries_7_15,72,35,9,0.382979,True,2026-06-05T14:02:39+00:00
78,Poppy,JUNGLE,v2_timeseries_7_15,18,9,3,0.137405,False,2026-06-05T14:02:39+00:00
78,Poppy,TOP,v2_timeseries_7_15,42,22,10,0.320611,False,2026-06-05T14:02:39+00:00
78,Poppy,UTILITY,v2_timeseries_7_15,71,37,16,0.541985,True,2026-06-05T14:02:39+00:00
555,Pyke,UTILITY,v2_timeseries_7_15,169,82,23,1.0,True,2026-06-05T14:02:39+00:00
246,Qiyana,JUNGLE,v2_timeseries_7_15,34,20,7,0.357895,False,2026-06-05T14:02:39+00:00
246,Qiyana,MIDDLE,v2_timeseries_7_15,52,26,14,0.547368,True,2026-06-05T14:02:39+00:00
246,Qiyana,TOP,v2_timeseries_7_15,6,3,2,0.063158,False,2026-06-05T14:02:39+00:00
246,Qiyana,UTILITY,v2_timeseries_7_15,3,2,0,0.031579,False,2026-06-05T14:02:39+00:00
133,Quinn,MIDDLE,v2_timeseries_7_15,2,1,0,0.055556,False,2026-06-05T14:02:39+00:00
133,Quinn,TOP,v2_timeseries_7_15,34,19,3,0.944444,True,2026-06-05T14:02:39+00:00
497,Rakan,UTILITY,v2_timeseries_7_15,146,74,29,1.0,True,2026-06-05T14:02:39+00:00
33,Rammus,JUNGLE,v2_timeseries_7_15,27,16,2,0.710526,True,2026-06-05T14:02:39+00:00
33,Rammus,TOP,v2_timeseries_7_15,2,1,0,0.052632,False,2026-06-05T14:02:39+00:00
33,Rammus,UTILITY,v2_timeseries_7_15,9,5,1,0.236842,False,2026-06-05T14:02:39+00:00
421,RekSai,JUNGLE,v2_timeseries_7_15,101,56,9,0.90991,True,2026-06-05T14:02:39+00:00
421,RekSai,TOP,v2_timeseries_7_15,10,5,2,0.09009,False,2026-06-05T14:02:39+00:00
526,Rell,TOP,v2_timeseries_7_15,1,0,1,0.009434,False,2026-06-05T14:02:39+00:00
526,Rell,UTILITY,v2_timeseries_7_15,105,56,17,0.990566,True,2026-06-05T14:02:39+00:00
888,Renata,UTILITY,v2_timeseries_7_15,16,11,1,1.0,True,2026-06-05T14:02:39+00:00
58,Renekton,MIDDLE,v2_timeseries_7_15,13,8,3,0.071823,False,2026-06-05T14:02:39+00:00
