match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8043360854,9,200,BOTTOM,v2_timeseries_7_15,804,Yunara,BOTTOM,BOTTOM,SOLO,True,False,420,16.2.738.9684,1899,2026-06-05T14:02:39+00:00
KR_8043360854,10,200,UTILITY,v2_timeseries_7_15,16,Soraka,UTILITY,TOP,SOLO,True,False,420,16.2.738.9684,1899,2026-06-05T14:02:39+00:00
KR_8042642901,1,100,TOP,v2_timeseries_7_15,68,Rumble,TOP,JUNGLE,NONE,False,True,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,2,100,JUNGLE,v2_timeseries_7_15,64,LeeSin,JUNGLE,JUNGLE,NONE,False,True,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,3,100,MIDDLE,v2_timeseries_7_15,61,Orianna,MIDDLE,MIDDLE,SOLO,False,True,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,4,100,BOTTOM,v2_timeseries_7_15,18,Tristana,BOTTOM,BOTTOM,CARRY,False,True,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,5,100,UTILITY,v2_timeseries_7_15,16,Soraka,UTILITY,BOTTOM,SUPPORT,False,True,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,6,200,TOP,v2_timeseries_7_15,799,Ambessa,TOP,JUNGLE,NONE,True,False,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,7,200,JUNGLE,v2_timeseries_7_15,234,Viego,JUNGLE,JUNGLE,NONE,True,False,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,8,200,MIDDLE,v2_timeseries_7_15,103,Ahri,MIDDLE,MIDDLE,SOLO,True,False,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,9,200,BOTTOM,v2_timeseries_7_15,110,Varus,BOTTOM,BOTTOM,CARRY,True,False,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042642901,10,200,UTILITY,v2_timeseries_7_15,432,Bard,UTILITY,BOTTOM,SUPPORT,True,False,420,16.2.738.9684,2459,2026-06-05T14:02:39+00:00
KR_8042610535,1,100,TOP,v2_timeseries_7_15,14,Sion,TOP,JUNGLE,NONE,False,True,420,16.2.738.9684,1694,2026-06-05T14:02:39+00:00
