source,source_url,collected_at,target_champion_name,target_champion_slug,position,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,1,XinZhao,xinzhao,56.54,1169
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,2,Malphite,malphite,55.87,1677
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,3,Irelia,irelia,54.89,1658
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,4,Chogath,chogath,54.64,549
u.gg,https://u.gg/lol/champions/zed/counter,2026-06-06T10:27:29.771311+00:00,Zed,zed,MIDDLE,5,Akshan,akshan,54.01,1333
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,1,Vex,vex,60.42,955
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,2,Akshan,akshan,56.6,871
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,3,Katarina,katarina,55.42,2510
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,4,Lissandra,lissandra,55.39,1596
u.gg,https://u.gg/lol/champions/yone/counter,2026-06-06T10:27:32.510516+00:00,Yone,yone,TOP,5,Pantheon,pantheon,55.06,356
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,1,Seraphine,seraphine,54.87,596
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,2,KogMaw,kogmaw,54.68,759
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,3,Swain,swain,53.54,579
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,4,Yasuo,yasuo,53.46,434
u.gg,https://u.gg/lol/champions/missfortune/counter,2026-06-06T10:27:34.479850+00:00,MissFortune,missfortune,BOTTOM,5,Xayah,xayah,52.44,1575
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,1,Elise,elise,54.58,535
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,2,Poppy,poppy,54.11,1240
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,3,Shaco,shaco,53.59,668
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,4,Taric,taric,53.41,498
u.gg,https://u.gg/lol/champions/pyke/counter,2026-06-06T10:27:36.596409+00:00,Pyke,pyke,UTILITY,5,Sona,sona,53.04,1035
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,1,Riven,riven,59.13,915
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,2,Annie,annie,56.37,1563
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,3,Malzahar,malzahar,56.37,3099
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,4,Vladimir,vladimir,55.72,3119
u.gg,https://u.gg/lol/champions/yasuo/counter,2026-06-06T10:27:41.014043+00:00,Yasuo,yasuo,MIDDLE,5,Malphite,malphite,54.37,743
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,1,Shen,shen,54.96,1592
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,2,TahmKench,tahmkench,54.49,925
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,3,Sion,sion,54.24,2690
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,4,DrMundo,drmundo,54.09,2313
u.gg,https://u.gg/lol/champions/malphite/counter,2026-06-06T10:27:43.797831+00:00,Malphite,malphite,TOP,5,Ornn,ornn,54.01,1809
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,1,Illaoi,illaoi,56.22,1085
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,2,Kled,kled,55.8,595
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,3,DrMundo,drmundo,55.66,1439
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,4,Ornn,ornn,55.34,1442
u.gg,https://u.gg/lol/champions/renekton/counter,2026-06-06T10:27:45.813324+00:00,Renekton,renekton,TOP,5,Gangplank,gangplank,54.91,1364
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,1,Zilean,zilean,52.96,2247
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,2,Blitzcrank,blitzcrank,51.39,3935
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,3,Taric,taric,50.68,736
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,4,Bard,bard,50.66,5314
u.gg,https://u.gg/lol/champions/seraphine/counter,2026-06-06T10:27:49.929061+00:00,Seraphine,seraphine,UTILITY,5,Sylas,sylas,50.64,778
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,1,Aatrox,aatrox,56.23,562
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,2,RekSai,reksai,53.71,1145
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,3,MasterYi,masteryi,53.0,2768
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,4,XinZhao,xinzhao,52.02,3266
u.gg,https://u.gg/lol/champions/jarvaniv/counter,2026-06-06T10:27:52.176760+00:00,JarvanIV,jarvaniv,JUNGLE,5,Rammus,rammus,51.82,606
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,1,Kayle,kayle,59.92,1180
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,2,Heimerdinger,heimerdinger,57.69,338
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,3,Fiora,fiora,56.91,1186
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,4,Singed,singed,56.23,754
u.gg,https://u.gg/lol/champions/ksante/counter,2026-06-06T10:27:55.710292+00:00,KSante,ksante,TOP,5,Garen,garen,55.76,3088
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,1,Poppy,poppy,58.0,481
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,2,Singed,singed,57.93,813
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,3,DrMundo,drmundo,57.86,1196
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,4,Garen,garen,55.89,3657
u.gg,https://u.gg/lol/champions/jax/counter,2026-06-06T10:27:58.257296+00:00,Jax,jax,TOP,5,Illaoi,illaoi,55.48,730
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,1,Xerath,xerath,57.89,399
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,2,Brand,brand,55.99,1118
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,3,Seraphine,seraphine,55.86,503
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,4,Twitch,twitch,55.48,1559
u.gg,https://u.gg/lol/champions/varus/counter,2026-06-06T10:28:00.685518+00:00,Varus,varus,BOTTOM,5,KogMaw,kogmaw,54.8,688
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,1,Zoe,zoe,54.24,1145
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,2,Talon,talon,54.07,651
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,3,Fizz,fizz,53.8,2238
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,4,XinZhao,xinzhao,53.0,666
u.gg,https://u.gg/lol/champions/xerath/counter,2026-06-06T10:28:03.383985+00:00,Xerath,xerath,MIDDLE,5,Ekko,ekko,52.49,1046
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,1,Malphite,malphite,56.37,2427
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,2,Teemo,teemo,55.09,1031
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,3,XinZhao,xinzhao,54.82,726
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,4,Yorick,yorick,54.7,905
u.gg,https://u.gg/lol/champions/gnar/counter,2026-06-06T10:28:05.207827+00:00,Gnar,gnar,TOP,5,Yasuo,yasuo,54.34,830
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,1,Maokai,maokai,57.33,539
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,2,Zilean,zilean,56.04,762
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,3,Senna,senna,55.16,1949
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,4,Janna,janna,54.04,1114
u.gg,https://u.gg/lol/champions/rakan/counter,2026-06-06T10:28:08.087095+00:00,Rakan,rakan,UTILITY,5,Seraphine,seraphine,53.9,2601
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,1,Brand,brand,56.62,355
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,2,Annie,annie,53.86,687
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,3,Jayce,jayce,53.79,264
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,4,Xerath,xerath,53.41,1116
u.gg,https://u.gg/lol/champions/ryze/counter,2026-06-06T10:28:11.896984+00:00,Ryze,ryze,MIDDLE,5,Fizz,fizz,53.41,1157
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,1,Veigar,veigar,56.24,905
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,2,Velkoz,velkoz,55.95,370
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,3,Pantheon,pantheon,54.49,301
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,4,Riven,riven,54.28,269
u.gg,https://u.gg/lol/champions/galio/counter,2026-06-06T10:28:14.198880+00:00,Galio,galio,MIDDLE,5,Ahri,ahri,53.82,2488
u.gg,https://u.gg/lol/champions/soraka/counter,2026-06-06T10:28:16.872806+00:00,Soraka,soraka,UTILITY,1,Maokai,maokai,54.17,731
u.gg,https://u.gg/lol/champions/soraka/counter,2026-06-06T10:28:16.872806+00:00,Soraka,soraka,UTILITY,2,Poppy,poppy,52.7,370
u.gg,https://u.gg/lol/champions/soraka/counter,2026-06-06T10:28:16.872806+00:00,Soraka,soraka,UTILITY,3,TahmKench,tahmkench,51.57,766
u.gg,https://u.gg/lol/champions/soraka/counter,2026-06-06T10:28:16.872806+00:00,Soraka,soraka,UTILITY,4,Thresh,thresh,51.57,4369
u.gg,https://u.gg/lol/champions/soraka/counter,2026-06-06T10:28:16.872806+00:00,Soraka,soraka,UTILITY,5,Senna,senna,51.47,3233
u.gg,https://u.gg/lol/champions/naafiri/counter,2026-06-06T10:28:21.151512+00:00,Naafiri,naafiri,JUNGLE,1,Hecarim,hecarim,55.64,2065
u.gg,https://u.gg/lol/champions/naafiri/counter,2026-06-06T10:28:21.151512+00:00,Naafiri,naafiri,JUNGLE,2,Nocturne,nocturne,55.25,3578
u.gg,https://u.gg/lol/champions/naafiri/counter,2026-06-06T10:28:21.151512+00:00,Naafiri,naafiri,JUNGLE,3,Belveth,belveth,54.73,740
u.gg,https://u.gg/lol/champions/naafiri/counter,2026-06-06T10:28:21.151512+00:00,Naafiri,naafiri,JUNGLE,4,Sejuani,sejuani,54.38,616
u.gg,https://u.gg/lol/champions/naafiri/counter,2026-06-06T10:28:21.151512+00:00,Naafiri,naafiri,JUNGLE,5,Diana,diana,54.13,2581
u.gg,https://u.gg/lol/champions/rumble/counter,2026-06-06T10:28:24.490780+00:00,Rumble,rumble,TOP,1,Heimerdinger,heimerdinger,59.06,171
u.gg,https://u.gg/lol/champions/rumble/counter,2026-06-06T10:28:24.490780+00:00,Rumble,rumble,TOP,2,Irelia,irelia,55.22,737
u.gg,https://u.gg/lol/champions/rumble/counter,2026-06-06T10:28:24.490780+00:00,Rumble,rumble,TOP,3,XinZhao,xinzhao,54.81,416
u.gg,https://u.gg/lol/champions/rumble/counter,2026-06-06T10:28:24.490780+00:00,Rumble,rumble,TOP,4,Yorick,yorick,54.75,632
u.gg,https://u.gg/lol/champions/rumble/counter,2026-06-06T10:28:24.490780+00:00,Rumble,rumble,TOP,5,Olaf,olaf,54.39,513
u.gg,https://u.gg/lol/champions/leblanc/counter,2026-06-06T10:28:26.887801+00:00,Leblanc,leblanc,MIDDLE,1,Naafiri,naafiri,58.57,659
u.gg,https://u.gg/lol/champions/leblanc/counter,2026-06-06T10:28:26.887801+00:00,Leblanc,leblanc,MIDDLE,2,Vex,vex,56.59,1207
u.gg,https://u.gg/lol/champions/leblanc/counter,2026-06-06T10:28:26.887801+00:00,Leblanc,leblanc,MIDDLE,3,Akshan,akshan,55.82,722
u.gg,https://u.gg/lol/champions/leblanc/counter,2026-06-06T10:28:26.887801+00:00,Leblanc,leblanc,MIDDLE,4,XinZhao,xinzhao,55.17,377
u.gg,https://u.gg/lol/champions/leblanc/counter,2026-06-06T10:28:26.887801+00:00,Leblanc,leblanc,MIDDLE,5,Malzahar,malzahar,55.15,1641
u.gg,https://u.gg/lol/champions/ambessa/counter,2026-06-06T10:28:29.164673+00:00,Ambessa,ambessa,TOP,1,Warwick,warwick,58.46,467
u.gg,https://u.gg/lol/champions/ambessa/counter,2026-06-06T10:28:29.164673+00:00,Ambessa,ambessa,TOP,2,Quinn,quinn,58.45,219
u.gg,https://u.gg/lol/champions/ambessa/counter,2026-06-06T10:28:29.164673+00:00,Ambessa,ambessa,TOP,3,Camille,camille,56.28,709
u.gg,https://u.gg/lol/champions/ambessa/counter,2026-06-06T10:28:29.164673+00:00,Ambessa,ambessa,TOP,4,Heimerdinger,heimerdinger,55.5,209
u.gg,https://u.gg/lol/champions/ambessa/counter,2026-06-06T10:28:29.164673+00:00,Ambessa,ambessa,TOP,5,Tryndamere,tryndamere,55.45,660
u.gg,https://u.gg/lol/champions/smolder/counter,2026-06-06T10:28:31.375663+00:00,Smolder,smolder,BOTTOM,1,Karthus,karthus,54.48,681
u.gg,https://u.gg/lol/champions/smolder/counter,2026-06-06T10:28:31.375663+00:00,Smolder,smolder,BOTTOM,2,Senna,senna,54.0,5313
u.gg,https://u.gg/lol/champions/smolder/counter,2026-06-06T10:28:31.375663+00:00,Smolder,smolder,BOTTOM,3,Seraphine,seraphine,53.55,915
u.gg,https://u.gg/lol/champions/smolder/counter,2026-06-06T10:28:31.375663+00:00,Smolder,smolder,BOTTOM,4,Ziggs,ziggs,53.11,1254
u.gg,https://u.gg/lol/champions/smolder/counter,2026-06-06T10:28:31.375663+00:00,Smolder,smolder,BOTTOM,5,Swain,swain,52.71,831
u.gg,https://u.gg/lol/champions/sion/counter,2026-06-06T10:28:33.919427+00:00,Sion,sion,TOP,1,Zaahen,zaahen,54.7,1170
u.gg,https://u.gg/lol/champions/sion/counter,2026-06-06T10:28:33.919427+00:00,Sion,sion,TOP,2,Anivia,anivia,54.63,432
u.gg,https://u.gg/lol/champions/sion/counter,2026-06-06T10:28:33.919427+00:00,Sion,sion,TOP,3,Singed,singed,54.57,1226
u.gg,https://u.gg/lol/champions/sion/counter,2026-06-06T10:28:33.919427+00:00,Sion,sion,TOP,4,Darius,darius,54.11,2637
u.gg,https://u.gg/lol/champions/sion/counter,2026-06-06T10:28:33.919427+00:00,Sion,sion,TOP,5,Kayle,kayle,53.69,963
u.gg,https://u.gg/lol/champions/irelia/counter,2026-06-06T10:28:36.213278+00:00,Irelia,irelia,TOP,1,Malphite,malphite,56.96,2105
u.gg,https://u.gg/lol/champions/irelia/counter,2026-06-06T10:28:36.213278+00:00,Irelia,irelia,TOP,2,Warwick,warwick,55.46,577
u.gg,https://u.gg/lol/champions/irelia/counter,2026-06-06T10:28:36.213278+00:00,Irelia,irelia,TOP,3,Trundle,trundle,54.52,321
u.gg,https://u.gg/lol/champions/irelia/counter,2026-06-06T10:28:36.213278+00:00,Irelia,irelia,TOP,4,Jax,jax,54.34,1853
u.gg,https://u.gg/lol/champions/irelia/counter,2026-06-06T10:28:36.213278+00:00,Irelia,irelia,TOP,5,Shen,shen,54.1,987
u.gg,https://u.gg/lol/champions/katarina/counter,2026-06-06T10:28:39.493282+00:00,Katarina,katarina,MIDDLE,1,Riven,riven,54.81,945
u.gg,https://u.gg/lol/champions/katarina/counter,2026-06-06T10:28:39.493282+00:00,Katarina,katarina,MIDDLE,2,Vladimir,vladimir,53.43,3060
u.gg,https://u.gg/lol/champions/katarina/counter,2026-06-06T10:28:39.493282+00:00,Katarina,katarina,MIDDLE,3,Cassiopeia,cassiopeia,53.12,928
u.gg,https://u.gg/lol/champions/katarina/counter,2026-06-06T10:28:39.493282+00:00,Katarina,katarina,MIDDLE,4,Jayce,jayce,53.01,481
u.gg,https://u.gg/lol/champions/katarina/counter,2026-06-06T10:28:39.493282+00:00,Katarina,katarina,MIDDLE,5,XinZhao,xinzhao,52.89,1210
u.gg,https://u.gg/lol/champions/xayah/counter,2026-06-06T10:28:41.248582+00:00,Xayah,xayah,BOTTOM,1,Seraphine,seraphine,57.66,333
u.gg,https://u.gg/lol/champions/xayah/counter,2026-06-06T10:28:41.248582+00:00,Xayah,xayah,BOTTOM,2,Ziggs,ziggs,54.31,383
u.gg,https://u.gg/lol/champions/xayah/counter,2026-06-06T10:28:41.248582+00:00,Xayah,xayah,BOTTOM,3,Brand,brand,53.62,800
u.gg,https://u.gg/lol/champions/xayah/counter,2026-06-06T10:28:41.248582+00:00,Xayah,xayah,BOTTOM,4,Senna,senna,52.97,1397
u.gg,https://u.gg/lol/champions/xayah/counter,2026-06-06T10:28:41.248582+00:00,Xayah,xayah,BOTTOM,5,Swain,swain,52.68,336
u.gg,https://u.gg/lol/champions/nami/counter,2026-06-06T10:28:44.287601+00:00,Nami,nami,UTILITY,1,Nautilus,nautilus,53.21,6941
u.gg,https://u.gg/lol/champions/nami/counter,2026-06-06T10:28:44.287601+00:00,Nami,nami,UTILITY,2,Thresh,thresh,53.09,8833
u.gg,https://u.gg/lol/champions/nami/counter,2026-06-06T10:28:44.287601+00:00,Nami,nami,UTILITY,3,Sona,sona,52.57,2585
u.gg,https://u.gg/lol/champions/nami/counter,2026-06-06T10:28:44.287601+00:00,Nami,nami,UTILITY,4,Blitzcrank,blitzcrank,52.32,3035
u.gg,https://u.gg/lol/champions/nami/counter,2026-06-06T10:28:44.287601+00:00,Nami,nami,UTILITY,5,Leona,leona,52.23,5076
u.gg,https://u.gg/lol/champions/zoe/counter,2026-06-06T10:28:48.283961+00:00,Zoe,zoe,MIDDLE,1,Naafiri,naafiri,57.55,530
u.gg,https://u.gg/lol/champions/zoe/counter,2026-06-06T10:28:48.283961+00:00,Zoe,zoe,MIDDLE,2,Malzahar,malzahar,55.66,1387
u.gg,https://u.gg/lol/champions/zoe/counter,2026-06-06T10:28:48.283961+00:00,Zoe,zoe,MIDDLE,3,Annie,annie,54.69,618
u.gg,https://u.gg/lol/champions/zoe/counter,2026-06-06T10:28:48.283961+00:00,Zoe,zoe,MIDDLE,4,Lux,lux,53.85,975
u.gg,https://u.gg/lol/champions/zoe/counter,2026-06-06T10:28:48.283961+00:00,Zoe,zoe,MIDDLE,5,Brand,brand,53.71,229
u.gg,https://u.gg/lol/champions/alistar/counter,2026-06-06T10:28:50.794015+00:00,Alistar,alistar,UTILITY,1,Senna,senna,54.64,1768
u.gg,https://u.gg/lol/champions/alistar/counter,2026-06-06T10:28:50.794015+00:00,Alistar,alistar,UTILITY,2,Janna,janna,54.58,1180
u.gg,https://u.gg/lol/champions/alistar/counter,2026-06-06T10:28:50.794015+00:00,Alistar,alistar,UTILITY,3,Taric,taric,54.3,453
u.gg,https://u.gg/lol/champions/alistar/counter,2026-06-06T10:28:50.794015+00:00,Alistar,alistar,UTILITY,4,Morgana,morgana,54.06,1108
u.gg,https://u.gg/lol/champions/alistar/counter,2026-06-06T10:28:50.794015+00:00,Alistar,alistar,UTILITY,5,Poppy,poppy,53.83,784
u.gg,https://u.gg/lol/champions/nocturne/counter,2026-06-06T10:28:52.853297+00:00,Nocturne,nocturne,JUNGLE,1,Udyr,udyr,52.91,1270
u.gg,https://u.gg/lol/champions/nocturne/counter,2026-06-06T10:28:52.853297+00:00,Nocturne,nocturne,JUNGLE,2,Nunu,nunu,52.62,1106
u.gg,https://u.gg/lol/champions/nocturne/counter,2026-06-06T10:28:52.853297+00:00,Nocturne,nocturne,JUNGLE,3,MonkeyKing,wukong,51.18,2927
u.gg,https://u.gg/lol/champions/nocturne/counter,2026-06-06T10:28:52.853297+00:00,Nocturne,nocturne,JUNGLE,4,MasterYi,masteryi,51.11,3426
u.gg,https://u.gg/lol/champions/nocturne/counter,2026-06-06T10:28:52.853297+00:00,Nocturne,nocturne,JUNGLE,5,Ivern,ivern,50.93,646
u.gg,https://u.gg/lol/champions/nidalee/counter,2026-06-06T10:28:55.572674+00:00,Nidalee,nidalee,JUNGLE,1,Evelynn,evelynn,54.75,453
u.gg,https://u.gg/lol/champions/nidalee/counter,2026-06-06T10:28:55.572674+00:00,Nidalee,nidalee,JUNGLE,2,Diana,diana,54.43,1073
u.gg,https://u.gg/lol/champions/nidalee/counter,2026-06-06T10:28:55.572674+00:00,Nidalee,nidalee,JUNGLE,3,Ivern,ivern,54.04,198
u.gg,https://u.gg/lol/champions/nidalee/counter,2026-06-06T10:28:55.572674+00:00,Nidalee,nidalee,JUNGLE,4,Nunu,nunu,53.89,334
u.gg,https://u.gg/lol/champions/nidalee/counter,2026-06-06T10:28:55.572674+00:00,Nidalee,nidalee,JUNGLE,5,Naafiri,naafiri,52.79,1021
u.gg,https://u.gg/lol/champions/senna/counter,2026-06-06T10:28:59.983959+00:00,Senna,senna,UTILITY,1,Velkoz,velkoz,52.16,1829
u.gg,https://u.gg/lol/champions/senna/counter,2026-06-06T10:28:59.983959+00:00,Senna,senna,UTILITY,2,Xerath,xerath,50.82,1460
u.gg,https://u.gg/lol/champions/senna/counter,2026-06-06T10:28:59.983959+00:00,Senna,senna,UTILITY,3,Seraphine,seraphine,50.74,6078
u.gg,https://u.gg/lol/champions/senna/counter,2026-06-06T10:28:59.983959+00:00,Senna,senna,UTILITY,4,Thresh,thresh,50.55,6301
u.gg,https://u.gg/lol/champions/senna/counter,2026-06-06T10:28:59.983959+00:00,Senna,senna,UTILITY,5,Blitzcrank,blitzcrank,50.34,2489
u.gg,https://u.gg/lol/champions/gangplank/counter,2026-06-06T10:29:02.200870+00:00,Gangplank,gangplank,TOP,1,XinZhao,xinzhao,55.73,1710
u.gg,https://u.gg/lol/champions/gangplank/counter,2026-06-06T10:29:02.200870+00:00,Gangplank,gangplank,TOP,2,Kayle,kayle,54.46,1054
u.gg,https://u.gg/lol/champions/gangplank/counter,2026-06-06T10:29:02.200870+00:00,Gangplank,gangplank,TOP,3,Kled,kled,53.41,719
u.gg,https://u.gg/lol/champions/gangplank/counter,2026-06-06T10:29:02.200870+00:00,Gangplank,gangplank,TOP,4,Malphite,malphite,53.2,2357
u.gg,https://u.gg/lol/champions/gangplank/counter,2026-06-06T10:29:02.200870+00:00,Gangplank,gangplank,TOP,5,Chogath,chogath,53.17,852
u.gg,https://u.gg/lol/champions/sett/counter,2026-06-06T10:29:06.163165+00:00,Sett,sett,TOP,1,Poppy,poppy,55.05,376
u.gg,https://u.gg/lol/champions/sett/counter,2026-06-06T10:29:06.163165+00:00,Sett,sett,TOP,2,Kennen,kennen,54.1,488
u.gg,https://u.gg/lol/champions/sett/counter,2026-06-06T10:29:06.163165+00:00,Sett,sett,TOP,3,Varus,varus,53.92,434
u.gg,https://u.gg/lol/champions/sett/counter,2026-06-06T10:29:06.163165+00:00,Sett,sett,TOP,4,MonkeyKing,wukong,53.89,386
u.gg,https://u.gg/lol/champions/sett/counter,2026-06-06T10:29:06.163165+00:00,Sett,sett,TOP,5,Gnar,gnar,53.77,1114
u.gg,https://u.gg/lol/champions/neeko/counter,2026-06-06T10:29:10.406486+00:00,Neeko,neeko,UTILITY,1,Galio,galio,62.4,125
u.gg,https://u.gg/lol/champions/neeko/counter,2026-06-06T10:29:10.406486+00:00,Neeko,neeko,UTILITY,2,Taric,taric,60.5,119
u.gg,https://u.gg/lol/champions/neeko/counter,2026-06-06T10:29:10.406486+00:00,Neeko,neeko,UTILITY,3,TahmKench,tahmkench,58.19,232
u.gg,https://u.gg/lol/champions/neeko/counter,2026-06-06T10:29:10.406486+00:00,Neeko,neeko,UTILITY,4,Renata,renata,57.53,146
