match_id,participant_id,team_id,position,feature_version,champion_id,champion_name,individual_position,lane,role,team_surrendered,win,queue_id,game_version,game_duration_sec,collected_at
KR_8209693251,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,60,Elise,JUNGLE,JUNGLE,NONE,False,True,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,3,100,MIDDLE,v2_timeseries_7_15_16_9_only,103,Ahri,MIDDLE,MIDDLE,SOLO,False,True,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,4,100,BOTTOM,v2_timeseries_7_15_16_9_only,22,Ashe,BOTTOM,BOTTOM,CARRY,False,True,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,5,100,UTILITY,v2_timeseries_7_15_16_9_only,147,Seraphine,UTILITY,BOTTOM,SUPPORT,False,True,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,6,200,TOP,v2_timeseries_7_15_16_9_only,83,Yorick,TOP,JUNGLE,NONE,False,False,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,7,200,JUNGLE,v2_timeseries_7_15_16_9_only,120,Hecarim,JUNGLE,JUNGLE,NONE,False,False,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,8,200,MIDDLE,v2_timeseries_7_15_16_9_only,268,Azir,MIDDLE,TOP,SOLO,False,False,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,9,200,BOTTOM,v2_timeseries_7_15_16_9_only,901,Smolder,BOTTOM,BOTTOM,CARRY,False,False,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209693251,10,200,UTILITY,v2_timeseries_7_15_16_9_only,101,Xerath,UTILITY,BOTTOM,SUPPORT,False,False,420,16.9.772.8292,1958,2026-06-07T21:17:37+00:00
KR_8209592490,1,100,TOP,v2_timeseries_7_15_16_9_only,893,Aurora,TOP,JUNGLE,NONE,False,True,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
KR_8209592490,2,100,JUNGLE,v2_timeseries_7_15_16_9_only,91,Talon,JUNGLE,JUNGLE,NONE,False,True,420,16.9.772.8292,1992,2026-06-07T21:17:37+00:00
