source,source_patch,source_url,collected_at,target_champion_name,target_champion_slug,position,page_role_hint,section,counter_rank,counter_champion_name,counter_champion_slug,win_rate,games,gd15,target_win_rate,target_delta,target_delta_normalized,target_pick_rate,min_counter_games_used
lolalytics,16.9,https://lolalytics.com/lol/briar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Briar,briar,JUNGLE,jungle,win_rate_counter,2,Karthus,karthus,50.61,976,,49.39,-0.52,-3.7,0.77,630
lolalytics,16.9,https://lolalytics.com/lol/briar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Briar,briar,JUNGLE,jungle,win_rate_counter,3,Nocturne,nocturne,50.03,5215,,49.97,2.47,-0.71,4.14,630
lolalytics,16.9,https://lolalytics.com/lol/briar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Briar,briar,JUNGLE,jungle,win_rate_counter,4,Rammus,rammus,49.7,1521,,50.3,3.34,0.16,1.21,630
lolalytics,16.9,https://lolalytics.com/lol/briar/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Briar,briar,JUNGLE,jungle,win_rate_counter,5,Shyvana,shyvana,49.69,5019,,50.31,3.71,0.53,3.98,630
lolalytics,16.9,https://lolalytics.com/lol/caitlyn/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Caitlyn,caitlyn,BOTTOM,bottom,win_rate_counter,1,Brand,brand,54.82,5629,,45.18,-0.36,-1.22,1.46,1933
lolalytics,16.9,https://lolalytics.com/lol/caitlyn/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Caitlyn,caitlyn,BOTTOM,bottom,win_rate_counter,2,Swain,swain,53.47,2360,,46.53,-0.34,-1.2,0.61,1933
lolalytics,16.9,https://lolalytics.com/lol/caitlyn/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Caitlyn,caitlyn,BOTTOM,bottom,win_rate_counter,3,Smolder,smolder,53.28,41417,,46.72,1.87,1.01,10.71,1933
lolalytics,16.9,https://lolalytics.com/lol/caitlyn/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Caitlyn,caitlyn,BOTTOM,bottom,win_rate_counter,4,Ziggs,ziggs,52.41,3799,,47.59,0.43,-0.43,0.98,1933
lolalytics,16.9,https://lolalytics.com/lol/caitlyn/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Caitlyn,caitlyn,BOTTOM,bottom,win_rate_counter,5,Ashe,ashe,51.93,35111,,48.07,0.98,0.12,9.08,1933
lolalytics,16.9,https://lolalytics.com/lol/camille/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Camille,camille,TOP,top,win_rate_counter,1,Teemo,teemo,55.97,1499,,44.03,-3.62,-5.7,2.0,375
lolalytics,16.9,https://lolalytics.com/lol/camille/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Camille,camille,TOP,top,win_rate_counter,2,Anivia,anivia,55.04,536,,44.96,-1.76,-3.84,0.71,375
lolalytics,16.9,https://lolalytics.com/lol/camille/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Camille,camille,TOP,top,win_rate_counter,3,Shen,shen,54.27,1769,,45.73,-2.41,-4.49,2.36,375
lolalytics,16.9,https://lolalytics.com/lol/camille/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Camille,camille,TOP,top,win_rate_counter,4,Warwick,warwick,53.44,610,,46.56,-0.35,-2.43,0.81,375
lolalytics,16.9,https://lolalytics.com/lol/camille/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Camille,camille,TOP,top,win_rate_counter,5,Gwen,gwen,52.66,902,,47.34,-1.03,-3.11,1.2,375
lolalytics,16.9,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Cassiopeia,cassiopeia,MIDDLE,middle,win_rate_counter,1,Velkoz,velkoz,57.36,197,,42.64,-5.9,-7.19,0.6,163
lolalytics,16.9,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Cassiopeia,cassiopeia,MIDDLE,middle,win_rate_counter,2,Qiyana,qiyana,54.7,351,,45.3,-3.22,-4.51,1.07,163
lolalytics,16.9,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Cassiopeia,cassiopeia,MIDDLE,middle,win_rate_counter,3,Hwei,hwei,53.93,725,,46.07,-3.29,-4.58,2.22,163
lolalytics,16.9,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Cassiopeia,cassiopeia,MIDDLE,middle,win_rate_counter,4,Veigar,veigar,53.86,622,,46.14,-2.16,-3.45,1.9,163
lolalytics,16.9,https://lolalytics.com/lol/cassiopeia/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Cassiopeia,cassiopeia,MIDDLE,middle,win_rate_counter,5,Galio,galio,52.99,402,,47.01,-3.54,-4.83,1.23,163
lolalytics,16.9,https://lolalytics.com/lol/chogath/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Chogath,chogath,TOP,top,win_rate_counter,1,DrMundo,drmundo,54.21,1424,,45.79,-3.31,-5.87,2.4,296
lolalytics,16.9,https://lolalytics.com/lol/chogath/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Chogath,chogath,TOP,top,win_rate_counter,2,Kled,kled,53.33,465,,46.67,-1.16,-3.72,0.78,296
lolalytics,16.9,https://lolalytics.com/lol/chogath/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Chogath,chogath,TOP,top,win_rate_counter,3,Ornn,ornn,53.01,1594,,46.99,-1.1,-3.66,2.69,296
lolalytics,16.9,https://lolalytics.com/lol/chogath/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Chogath,chogath,TOP,top,win_rate_counter,4,Illaoi,illaoi,51.97,687,,48.03,-1.24,-3.8,1.16,296
lolalytics,16.9,https://lolalytics.com/lol/chogath/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Chogath,chogath,TOP,top,win_rate_counter,5,Singed,singed,51.96,893,,48.04,1.23,-1.33,1.5,296
lolalytics,16.9,https://lolalytics.com/lol/corki/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Corki,corki,BOTTOM,bottom,win_rate_counter,1,Brand,brand,55.7,763,,44.3,-1.24,-1.41,1.32,288
lolalytics,16.9,https://lolalytics.com/lol/corki/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Corki,corki,BOTTOM,bottom,win_rate_counter,2,Smolder,smolder,55.66,5796,,44.34,-0.51,-0.68,10.04,288
lolalytics,16.9,https://lolalytics.com/lol/corki/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Corki,corki,BOTTOM,bottom,win_rate_counter,3,KogMaw,kogmaw,54.78,471,,45.22,-2.31,-2.47,0.82,288
lolalytics,16.9,https://lolalytics.com/lol/corki/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Corki,corki,BOTTOM,bottom,win_rate_counter,4,Swain,swain,54.77,398,,45.23,-1.64,-1.8,0.69,288
lolalytics,16.9,https://lolalytics.com/lol/corki/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Corki,corki,BOTTOM,bottom,win_rate_counter,5,Jinx,jinx,51.87,2828,,48.13,0.35,0.19,4.9,288
lolalytics,16.9,https://lolalytics.com/lol/darius/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Darius,darius,TOP,top,win_rate_counter,1,Varus,varus,55.98,1872,,44.02,-5.15,-6.24,1.12,834
lolalytics,16.9,https://lolalytics.com/lol/darius/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Darius,darius,TOP,top,win_rate_counter,2,Vayne,vayne,53.88,4217,,46.12,-3.28,-4.37,2.53,834
lolalytics,16.9,https://lolalytics.com/lol/darius/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Darius,darius,TOP,top,win_rate_counter,3,Urgot,urgot,53.73,2522,,46.27,-1.86,-2.95,1.51,834
lolalytics,16.9,https://lolalytics.com/lol/darius/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Darius,darius,TOP,top,win_rate_counter,4,Teemo,teemo,53.38,4153,,46.62,-1.03,-2.12,2.49,834
lolalytics,16.9,https://lolalytics.com/lol/darius/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Darius,darius,TOP,top,win_rate_counter,5,Kayle,kayle,52.82,2626,,47.18,0.4,-0.69,1.57,834
lolalytics,16.9,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Diana,diana,MIDDLE,middle,win_rate_counter,1,Swain,swain,53.03,479,,46.97,-1.44,-4.26,0.55,435
lolalytics,16.9,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Diana,diana,MIDDLE,middle,win_rate_counter,2,XinZhao,xinzhao,52.26,509,,47.74,-1.0,-3.82,0.58,435
lolalytics,16.9,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Diana,diana,MIDDLE,middle,win_rate_counter,3,Irelia,irelia,52.16,1110,,47.84,-1.98,-4.8,1.28,435
lolalytics,16.9,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Diana,diana,MIDDLE,middle,win_rate_counter,4,Cassiopeia,cassiopeia,52.14,583,,47.86,-1.76,-4.58,0.67,435
lolalytics,16.9,https://lolalytics.com/lol/diana/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Diana,diana,MIDDLE,middle,win_rate_counter,5,Hwei,hwei,51.14,1619,,48.86,-0.5,-3.32,1.86,435
lolalytics,16.9,https://lolalytics.com/lol/draven/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Draven,draven,BOTTOM,bottom,win_rate_counter,1,Yasuo,yasuo,59.38,746,,40.62,-7.1,-7.87,0.66,568
lolalytics,16.9,https://lolalytics.com/lol/draven/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Draven,draven,BOTTOM,bottom,win_rate_counter,2,Brand,brand,58.21,2211,,41.79,-3.75,-4.52,1.95,568
lolalytics,16.9,https://lolalytics.com/lol/draven/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Draven,draven,BOTTOM,bottom,win_rate_counter,3,Seraphine,seraphine,57.76,651,,42.24,-3.7,-4.47,0.57,568
lolalytics,16.9,https://lolalytics.com/lol/draven/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Draven,draven,BOTTOM,bottom,win_rate_counter,4,Karthus,karthus,55.31,640,,44.69,-0.61,-1.38,0.56,568
lolalytics,16.9,https://lolalytics.com/lol/draven/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Draven,draven,BOTTOM,bottom,win_rate_counter,5,Swain,swain,55.05,821,,44.95,-1.92,-2.69,0.72,568
lolalytics,16.9,https://lolalytics.com/lol/drmundo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,DrMundo,drmundo,TOP,top,win_rate_counter,1,Irelia,irelia,56.61,1226,,43.39,-5.18,-6.99,1.57,389
lolalytics,16.9,https://lolalytics.com/lol/drmundo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,DrMundo,drmundo,TOP,top,win_rate_counter,2,Gwen,gwen,56.35,1835,,43.65,-4.72,-6.53,2.35,389
lolalytics,16.9,https://lolalytics.com/lol/drmundo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,DrMundo,drmundo,TOP,top,win_rate_counter,3,Anivia,anivia,55.3,528,,44.7,-2.02,-3.83,0.68,389
lolalytics,16.9,https://lolalytics.com/lol/drmundo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,DrMundo,drmundo,TOP,top,win_rate_counter,4,Tryndamere,tryndamere,55.16,930,,44.84,-3.17,-4.98,1.19,389
lolalytics,16.9,https://lolalytics.com/lol/drmundo/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,DrMundo,drmundo,TOP,top,win_rate_counter,5,Aatrox,aatrox,54.55,2277,,45.45,-4.12,-5.93,2.92,389
lolalytics,16.9,https://lolalytics.com/lol/ekko/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ekko,ekko,JUNGLE,jungle,win_rate_counter,1,RekSai,reksai,53.75,1068,,46.25,-0.78,-2.16,1.16,461
lolalytics,16.9,https://lolalytics.com/lol/ekko/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ekko,ekko,JUNGLE,jungle,win_rate_counter,2,Shyvana,shyvana,53.01,3156,,46.99,0.39,-0.99,3.42,461
lolalytics,16.9,https://lolalytics.com/lol/ekko/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ekko,ekko,JUNGLE,jungle,win_rate_counter,3,Talon,talon,52.6,2804,,47.4,-1.5,-2.88,3.04,461
lolalytics,16.9,https://lolalytics.com/lol/ekko/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ekko,ekko,JUNGLE,jungle,win_rate_counter,4,FiddleSticks,fiddlesticks,52.26,1062,,47.74,0.01,-1.37,1.15,461
lolalytics,16.9,https://lolalytics.com/lol/ekko/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ekko,ekko,JUNGLE,jungle,win_rate_counter,5,Udyr,udyr,52.08,1033,,47.92,-0.37,-1.75,1.12,461
lolalytics,16.9,https://lolalytics.com/lol/elise/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Elise,elise,JUNGLE,jungle,win_rate_counter,1,Rammus,rammus,53.94,406,,46.06,-0.9,-2.24,0.71,284
lolalytics,16.9,https://lolalytics.com/lol/elise/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Elise,elise,JUNGLE,jungle,win_rate_counter,2,FiddleSticks,fiddlesticks,53.89,720,,46.11,-1.62,-2.96,1.27,284
lolalytics,16.9,https://lolalytics.com/lol/elise/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Elise,elise,JUNGLE,jungle,win_rate_counter,3,Aatrox,aatrox,53.88,399,,46.12,-2.84,-4.18,0.7,284
lolalytics,16.9,https://lolalytics.com/lol/elise/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Elise,elise,JUNGLE,jungle,win_rate_counter,4,Talon,talon,53.77,1722,,46.23,-2.67,-4.01,3.03,284
lolalytics,16.9,https://lolalytics.com/lol/elise/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Elise,elise,JUNGLE,jungle,win_rate_counter,5,Belveth,belveth,53.53,581,,46.47,-1.07,-2.41,1.02,284
lolalytics,16.9,https://lolalytics.com/lol/evelynn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Evelynn,evelynn,JUNGLE,jungle,win_rate_counter,1,Warwick,warwick,52.68,951,,47.32,0.41,-1.93,1.62,293
lolalytics,16.9,https://lolalytics.com/lol/evelynn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Evelynn,evelynn,JUNGLE,jungle,win_rate_counter,2,RekSai,reksai,52.29,721,,47.71,0.68,-1.66,1.23,293
lolalytics,16.9,https://lolalytics.com/lol/evelynn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Evelynn,evelynn,JUNGLE,jungle,win_rate_counter,3,Sejuani,sejuani,52.11,522,,47.89,-1.96,-4.3,0.89,293
lolalytics,16.9,https://lolalytics.com/lol/evelynn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Evelynn,evelynn,JUNGLE,jungle,win_rate_counter,4,Zac,zac,51.99,752,,48.01,-1.44,-3.78,1.28,293
lolalytics,16.9,https://lolalytics.com/lol/evelynn/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Evelynn,evelynn,JUNGLE,jungle,win_rate_counter,5,FiddleSticks,fiddlesticks,51.76,740,,48.24,0.51,-1.83,1.26,293
lolalytics,16.9,https://lolalytics.com/lol/ezreal/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ezreal,ezreal,BOTTOM,bottom,win_rate_counter,1,Brand,brand,56.2,6698,,43.8,-1.74,-0.9,1.32,2538
lolalytics,16.9,https://lolalytics.com/lol/ezreal/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ezreal,ezreal,BOTTOM,bottom,win_rate_counter,2,Smolder,smolder,55.98,49040,,44.02,-0.83,0.0,9.66,2538
lolalytics,16.9,https://lolalytics.com/lol/ezreal/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ezreal,ezreal,BOTTOM,bottom,win_rate_counter,3,Yasuo,yasuo,55.98,2633,,44.02,-3.7,-2.85,0.52,2538
lolalytics,16.9,https://lolalytics.com/lol/ezreal/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ezreal,ezreal,BOTTOM,bottom,win_rate_counter,4,Nilah,nilah,55.72,2640,,44.28,-3.04,-2.19,0.52,2538
lolalytics,16.9,https://lolalytics.com/lol/ezreal/build/?lane=bottom&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Ezreal,ezreal,BOTTOM,bottom,win_rate_counter,5,Swain,swain,53.34,2818,,46.66,-0.21,0.64,0.55,2538
lolalytics,16.9,https://lolalytics.com/lol/fiddlesticks/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,FiddleSticks,fiddlesticks,JUNGLE,jungle,win_rate_counter,1,Nocturne,nocturne,51.73,2606,,48.27,0.77,-2.41,4.15,314
lolalytics,16.9,https://lolalytics.com/lol/fiddlesticks/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,FiddleSticks,fiddlesticks,JUNGLE,jungle,win_rate_counter,2,Shyvana,shyvana,51.34,2357,,48.66,2.06,-1.12,3.75,314
lolalytics,16.9,https://lolalytics.com/lol/fiddlesticks/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,FiddleSticks,fiddlesticks,JUNGLE,jungle,win_rate_counter,3,RekSai,reksai,50.7,712,,49.3,2.27,-0.91,1.13,314
lolalytics,16.9,https://lolalytics.com/lol/fiddlesticks/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,FiddleSticks,fiddlesticks,JUNGLE,jungle,win_rate_counter,4,Vi,vi,50.04,1399,,49.96,0.66,-2.52,2.23,314
lolalytics,16.9,https://lolalytics.com/lol/fiddlesticks/build/?lane=jungle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,FiddleSticks,fiddlesticks,JUNGLE,jungle,win_rate_counter,5,Zyra,zyra,50.0,332,,50.0,1.65,-1.53,0.53,314
lolalytics,16.9,https://lolalytics.com/lol/fiora/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fiora,fiora,TOP,top,win_rate_counter,1,Warwick,warwick,56.6,901,,43.4,-3.51,-5.19,1.06,426
lolalytics,16.9,https://lolalytics.com/lol/fiora/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fiora,fiora,TOP,top,win_rate_counter,2,Malphite,malphite,53.86,2976,,46.14,-1.67,-3.35,3.49,426
lolalytics,16.9,https://lolalytics.com/lol/fiora/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fiora,fiora,TOP,top,win_rate_counter,3,Tryndamere,tryndamere,53.65,1411,,46.35,-1.66,-3.34,1.65,426
lolalytics,16.9,https://lolalytics.com/lol/fiora/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fiora,fiora,TOP,top,win_rate_counter,4,Kayle,kayle,53.0,1268,,47.0,0.22,-1.46,1.48,426
lolalytics,16.9,https://lolalytics.com/lol/fiora/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fiora,fiora,TOP,top,win_rate_counter,5,Poppy,poppy,52.85,562,,47.15,-1.6,-3.28,0.66,426
lolalytics,16.9,https://lolalytics.com/lol/fizz/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fizz,fizz,MIDDLE,middle,win_rate_counter,1,Lissandra,lissandra,53.36,3737,,46.64,-1.52,-4.63,3.25,575
lolalytics,16.9,https://lolalytics.com/lol/fizz/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fizz,fizz,MIDDLE,middle,win_rate_counter,2,XinZhao,xinzhao,52.52,655,,47.48,-1.26,-4.37,0.57,575
lolalytics,16.9,https://lolalytics.com/lol/fizz/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fizz,fizz,MIDDLE,middle,win_rate_counter,3,Vex,vex,51.95,1665,,48.05,0.55,-2.56,1.45,575
lolalytics,16.9,https://lolalytics.com/lol/fizz/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fizz,fizz,MIDDLE,middle,win_rate_counter,4,Vladimir,vladimir,51.92,3151,,48.08,0.74,-2.37,2.74,575
lolalytics,16.9,https://lolalytics.com/lol/fizz/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Fizz,fizz,MIDDLE,middle,win_rate_counter,5,Sion,sion,50.92,652,,49.08,0.78,-2.33,0.57,575
lolalytics,16.9,https://lolalytics.com/lol/galio/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Galio,galio,MIDDLE,middle,win_rate_counter,1,Brand,brand,57.57,872,,42.43,-5.94,-6.3,1.21,360
lolalytics,16.9,https://lolalytics.com/lol/galio/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Galio,galio,MIDDLE,middle,win_rate_counter,2,Taliyah,taliyah,56.73,557,,43.27,-6.33,-6.69,0.77,360
lolalytics,16.9,https://lolalytics.com/lol/galio/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Galio,galio,MIDDLE,middle,win_rate_counter,3,Swain,swain,55.64,417,,44.36,-4.05,-4.41,0.58,360
lolalytics,16.9,https://lolalytics.com/lol/galio/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Galio,galio,MIDDLE,middle,win_rate_counter,4,Naafiri,naafiri,54.7,1181,,45.3,-0.66,-1.02,1.64,360
lolalytics,16.9,https://lolalytics.com/lol/galio/build/?lane=middle&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Galio,galio,MIDDLE,middle,win_rate_counter,5,Hwei,hwei,54.52,1449,,45.48,-3.88,-4.24,2.01,360
lolalytics,16.9,https://lolalytics.com/lol/gangplank/build/?lane=top&tier=emerald_plus&patch=16.9&region=all,2026-06-08T02:56:35.530707+00:00,Gangplank,gangplank,TOP,top,win_rate_counter,1,Kled,kled,52.29,1354,,47.71,-0.12,-2.77,1.04,651
