patch,champion_id,champion_name,position,game_length_bucket,bucket_min_sec,bucket_max_sec,feature_version,games,wins,win_rate,created_at
16.9,84,Akali,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,22077,10976,49.7169,2026-06-08T02:15:27.521332+00:00
16.9,84,Akali,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,8963,4305,48.0308,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,5890,3217,54.618,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,11581,5807,50.1425,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,24777,12566,50.7164,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,20510,10327,50.351,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,9017,4729,52.4454,2026-06-08T02:15:27.521332+00:00
16.9,166,Akshan,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,3466,1790,51.6445,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,15-20,900,1200,lolalytics_emerald_plus_global_16_9,8961,4274,47.6956,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,14985,7372,49.1959,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,29879,15053,50.3799,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,24377,12582,51.6142,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,9958,5097,51.185,2026-06-08T02:15:27.521332+00:00
16.9,12,Alistar,UTILITY,40+,2400,,lolalytics_emerald_plus_global_16_9,3457,1747,50.5351,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,15-20,900,1200,lolalytics_emerald_plus_global_16_9,7176,3290,45.8473,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,11657,5216,44.7456,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,24452,11509,47.0677,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,20666,10016,48.4661,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,9274,4526,48.8031,2026-06-08T02:15:27.521332+00:00
16.9,799,Ambessa,TOP,40+,2400,,lolalytics_emerald_plus_global_16_9,3416,1702,49.8244,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,3367,1692,50.2525,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,6633,3269,49.2839,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,15994,8055,50.3626,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,14824,7676,51.7809,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,7352,3875,52.7067,2026-06-08T02:15:27.521332+00:00
16.9,32,Amumu,JUNGLE,40+,2400,,lolalytics_emerald_plus_global_16_9,2980,1549,51.9799,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,8005,4209,52.5796,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,13185,7182,54.471,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,27924,14793,52.9759,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,24068,12224,50.7894,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,11060,5362,48.481,2026-06-08T02:15:27.521332+00:00
16.9,34,Anivia,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,4552,2217,48.7039,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,6863,2998,43.6835,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,11494,5553,48.3122,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,24860,13114,52.7514,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,22143,12164,54.9338,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,10371,5736,55.3081,2026-06-08T02:15:27.521332+00:00
16.9,1,Annie,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,3988,2170,54.4132,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,15-20,900,1200,lolalytics_emerald_plus_global_16_9,10596,4691,44.2714,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,18726,8686,46.3847,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,36934,18214,49.315,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,29793,15625,52.4452,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,12982,7012,54.0132,2026-06-08T02:15:27.521332+00:00
16.9,523,Aphelios,BOTTOM,40+,2400,,lolalytics_emerald_plus_global_16_9,4776,2569,53.7898,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,15-20,900,1200,lolalytics_emerald_plus_global_16_9,37087,17633,47.545,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,62566,33669,53.8136,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,130553,70478,53.9842,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,110297,58518,53.0549,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,48074,25491,53.0245,2026-06-08T02:15:27.521332+00:00
16.9,22,Ashe,BOTTOM,40+,2400,,lolalytics_emerald_plus_global_16_9,17442,9208,52.7921,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,4519,1844,40.8055,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,8804,3534,40.1408,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,20170,9996,49.5588,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,18617,10264,55.1324,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,8822,5198,58.9209,2026-06-08T02:15:27.521332+00:00
16.9,136,AurelionSol,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,3735,2151,57.5904,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,8530,4260,49.9414,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,13557,6511,48.0268,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,28536,14036,49.187,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,25025,12707,50.7772,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,11498,5974,51.9569,2026-06-08T02:15:27.521332+00:00
16.9,893,Aurora,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,4669,2450,52.4738,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,4543,1724,37.9485,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,7918,3445,43.5085,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,16503,7661,46.4219,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,14166,7046,49.7388,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,6138,3116,50.7657,2026-06-08T02:15:27.521332+00:00
16.9,268,Azir,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,2326,1221,52.4936,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,15-20,900,1200,lolalytics_emerald_plus_global_16_9,16586,8787,52.9784,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,26543,13979,52.6655,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,56612,29292,51.7417,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,48556,24354,50.1565,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,21668,10762,49.6677,2026-06-08T02:15:27.521332+00:00
16.9,432,Bard,UTILITY,40+,2400,,lolalytics_emerald_plus_global_16_9,8339,4039,48.4351,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,4911,2750,55.9967,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,10031,6033,60.1436,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,15956,8073,50.5954,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,11721,5703,48.6563,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,4608,2240,48.6111,2026-06-08T02:15:27.521332+00:00
16.9,200,Belveth,JUNGLE,40+,2400,,lolalytics_emerald_plus_global_16_9,1501,769,51.2325,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,15-20,900,1200,lolalytics_emerald_plus_global_16_9,11717,6114,52.1806,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,18930,9623,50.8347,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,39894,20578,51.5817,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,34913,18022,51.6197,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,15444,7823,50.654,2026-06-08T02:15:27.521332+00:00
16.9,53,Blitzcrank,UTILITY,40+,2400,,lolalytics_emerald_plus_global_16_9,5781,2931,50.7006,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,15-20,900,1200,lolalytics_emerald_plus_global_16_9,8105,4135,51.0179,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,13899,7724,55.5723,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,35386,18862,53.3036,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,36501,18422,50.4699,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,19222,9523,49.5422,2026-06-08T02:15:27.521332+00:00
16.9,63,Brand,UTILITY,40+,2400,,lolalytics_emerald_plus_global_16_9,9226,4581,49.6532,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,15-20,900,1200,lolalytics_emerald_plus_global_16_9,13844,6360,45.9405,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,24139,11540,47.8065,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,49441,25309,51.1903,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,40551,22010,54.2773,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,17240,9290,53.8863,2026-06-08T02:15:27.521332+00:00
16.9,201,Braum,UTILITY,40+,2400,,lolalytics_emerald_plus_global_16_9,6096,3252,53.3465,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,8970,4879,54.3924,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,17025,8788,51.6182,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,39158,20389,52.0685,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,36343,19065,52.4585,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,16932,8792,51.9253,2026-06-08T02:15:27.521332+00:00
16.9,233,Briar,JUNGLE,40+,2400,,lolalytics_emerald_plus_global_16_9,6545,3376,51.5814,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,15-20,900,1200,lolalytics_emerald_plus_global_16_9,31408,14940,47.5675,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,54112,27191,50.2495,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,118755,58523,49.2805,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,107483,53822,50.0749,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,50472,25760,51.0382,2026-06-08T02:15:27.521332+00:00
16.9,51,Caitlyn,BOTTOM,40+,2400,,lolalytics_emerald_plus_global_16_9,21190,11261,53.143,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,15-20,900,1200,lolalytics_emerald_plus_global_16_9,6264,3202,51.1175,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,11701,6005,51.3204,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,24346,12519,51.4212,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,20313,10304,50.7261,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,8658,4409,50.924,2026-06-08T02:15:27.521332+00:00
16.9,164,Camille,TOP,40+,2400,,lolalytics_emerald_plus_global_16_9,3122,1658,53.107,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,3000,1453,48.4333,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,5041,2490,49.395,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,10192,5195,50.9714,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,8749,4425,50.5772,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,3933,2029,51.5891,2026-06-08T02:15:27.521332+00:00
16.9,69,Cassiopeia,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,1552,767,49.4201,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,15-20,900,1200,lolalytics_emerald_plus_global_16_9,4046,1995,49.308,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,8159,3966,48.6089,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,18397,9356,50.8561,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,16834,8916,52.9642,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,8066,4367,54.1408,2026-06-08T02:15:27.521332+00:00
16.9,31,Chogath,TOP,40+,2400,,lolalytics_emerald_plus_global_16_9,3381,1812,53.5936,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,15-20,900,1200,lolalytics_emerald_plus_global_16_9,4900,2473,50.4694,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,8381,4261,50.8412,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,18211,9101,49.9753,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,15666,7461,47.6254,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,7316,3546,48.4691,2026-06-08T02:15:27.521332+00:00
16.9,42,Corki,BOTTOM,40+,2400,,lolalytics_emerald_plus_global_16_9,2790,1356,48.6022,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,15-20,900,1200,lolalytics_emerald_plus_global_16_9,13393,6844,51.1013,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,23326,11570,49.6013,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,51979,25891,49.8105,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,46252,23168,50.0908,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,21682,11096,51.1761,2026-06-08T02:15:27.521332+00:00
16.9,122,Darius,TOP,40+,2400,,lolalytics_emerald_plus_global_16_9,8817,4463,50.6181,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,7541,4265,56.5575,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,13688,7669,56.0272,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,27910,14501,51.9563,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,23087,11413,49.4347,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,10267,4964,48.3491,2026-06-08T02:15:27.521332+00:00
16.9,131,Diana,MIDDLE,40+,2400,,lolalytics_emerald_plus_global_16_9,3831,1968,51.3704,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,15-20,900,1200,lolalytics_emerald_plus_global_16_9,5624,2662,47.3329,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,12268,5959,48.5735,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,25666,13139,51.1922,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,21263,11025,51.8506,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,9251,4819,52.0917,2026-06-08T02:15:27.521332+00:00
16.9,36,DrMundo,TOP,40+,2400,,lolalytics_emerald_plus_global_16_9,3319,1820,54.8358,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,15-20,900,1200,lolalytics_emerald_plus_global_16_9,10701,5471,51.1261,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,18815,9434,50.1408,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,36254,17794,49.0815,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,29653,14813,49.9545,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,12748,6364,49.9216,2026-06-08T02:15:27.521332+00:00
16.9,119,Draven,BOTTOM,40+,2400,,lolalytics_emerald_plus_global_16_9,4516,2274,50.3543,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,7301,3609,49.4316,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,20-25,1200,1500,lolalytics_emerald_plus_global_16_9,13017,6674,51.2714,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,25-30,1500,1800,lolalytics_emerald_plus_global_16_9,28770,14389,50.0139,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,30-35,1800,2100,lolalytics_emerald_plus_global_16_9,25499,12891,50.5549,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,35-40,2100,2400,lolalytics_emerald_plus_global_16_9,11954,6063,50.7194,2026-06-08T02:15:27.521332+00:00
16.9,245,Ekko,JUNGLE,40+,2400,,lolalytics_emerald_plus_global_16_9,4919,2545,51.7382,2026-06-08T02:15:27.521332+00:00
16.9,60,Elise,JUNGLE,15-20,900,1200,lolalytics_emerald_plus_global_16_9,5068,2661,52.5059,2026-06-08T02:15:27.521332+00:00
