champion_id,champion_name,position,feature_version,pick_count,win_count,surrender_loss_count,position_share,is_primary_position,created_at
234,Viego,BOTTOM,v2_timeseries_7_15_16_9_only,1,0,1,0.004695,False,2026-06-07T21:17:37+00:00
234,Viego,JUNGLE,v2_timeseries_7_15_16_9_only,195,103,30,0.915493,True,2026-06-07T21:17:37+00:00
234,Viego,MIDDLE,v2_timeseries_7_15_16_9_only,11,4,0,0.051643,False,2026-06-07T21:17:37+00:00
234,Viego,TOP,v2_timeseries_7_15_16_9_only,5,4,0,0.023474,False,2026-06-07T21:17:37+00:00
234,Viego,UTILITY,v2_timeseries_7_15_16_9_only,1,0,1,0.004695,False,2026-06-07T21:17:37+00:00
112,Viktor,BOTTOM,v2_timeseries_7_15_16_9_only,1,0,1,0.002725,False,2026-06-07T21:17:37+00:00
112,Viktor,MIDDLE,v2_timeseries_7_15_16_9_only,356,182,65,0.970027,True,2026-06-07T21:17:37+00:00
112,Viktor,TOP,v2_timeseries_7_15_16_9_only,9,4,3,0.024523,False,2026-06-07T21:17:37+00:00
112,Viktor,UTILITY,v2_timeseries_7_15_16_9_only,1,0,1,0.002725,False,2026-06-07T21:17:37+00:00
8,Vladimir,MIDDLE,v2_timeseries_7_15_16_9_only,76,43,12,0.649573,True,2026-06-07T21:17:37+00:00
8,Vladimir,TOP,v2_timeseries_7_15_16_9_only,40,25,7,0.34188,False,2026-06-07T21:17:37+00:00
8,Vladimir,UTILITY,v2_timeseries_7_15_16_9_only,1,1,0,0.008547,False,2026-06-07T21:17:37+00:00
106,Volibear,JUNGLE,v2_timeseries_7_15_16_9_only,14,7,2,0.16092,False,2026-06-07T21:17:37+00:00
106,Volibear,MIDDLE,v2_timeseries_7_15_16_9_only,2,1,1,0.022989,False,2026-06-07T21:17:37+00:00
106,Volibear,TOP,v2_timeseries_7_15_16_9_only,71,42,10,0.816092,True,2026-06-07T21:17:37+00:00
19,Warwick,JUNGLE,v2_timeseries_7_15_16_9_only,73,38,15,0.695238,True,2026-06-07T21:17:37+00:00
19,Warwick,TOP,v2_timeseries_7_15_16_9_only,32,12,4,0.304762,False,2026-06-07T21:17:37+00:00
498,Xayah,BOTTOM,v2_timeseries_7_15_16_9_only,101,51,18,1.0,True,2026-06-07T21:17:37+00:00
101,Xerath,BOTTOM,v2_timeseries_7_15_16_9_only,17,6,4,0.05802,False,2026-06-07T21:17:37+00:00
101,Xerath,MIDDLE,v2_timeseries_7_15_16_9_only,158,72,29,0.539249,True,2026-06-07T21:17:37+00:00
101,Xerath,UTILITY,v2_timeseries_7_15_16_9_only,118,54,20,0.40273,False,2026-06-07T21:17:37+00:00
